score,osd_id,organism,project_type,material,factors,n_samples,n_groups,n_contrasts,groups,assay,title,dge_url
6,OSD-4,Mus musculus,Spaceflight Study,thymus,Spaceflight,10,2,1,Space Flight | Ground Control,DNA microarray,Microarray Analysis of Space-flown Murine Thymus Tissue,https://osdr.nasa.gov/geode-py/ws/studies/OSD-4/download?source=datamanager&file=GLDS-4_array_differential_expression.csv
6,OSD-98,Not Applicable | Mus musculus,Spaceflight Study,Adrenal glands- both sides | Not Applicable,Spaceflight,11,2,1,Ground Control | Space Flight,mass spectrometry     Whole Genome Bisulfite Sequencing     RNA Sequencing (RNA-Seq),"Rodent Research-1 (RR1) NASA Validation Flight: Mouse adrenal gland transcriptomic, proteomic, and epigenomic data",https://osdr.nasa.gov/geode-py/ws/studies/OSD-98/download?source=datamanager&file=GLDS-98_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-99,Mus musculus,Spaceflight Study,Extensor digitorum longus- both sides,Spaceflight,12,2,1,Ground Control | Space Flight,Whole Genome Bisulfite Sequencing     RNA Sequencing (RNA-Seq),Rodent Research-1 (RR1) NASA Validation Flight: Mouse extensor digitorum longus muscle transcriptomic and epigenomic data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-99/download?source=datamanager&file=GLDS-99_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-100,Mus musculus,Spaceflight Study,left eye,Spaceflight,12,2,1,Ground Control | Space Flight,Whole Genome Bisulfite Sequencing     RNA Sequencing (RNA-Seq),Rodent Research-1 (RR1) NASA Validation Flight: Mouse eye transcriptomic and epigenomic data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-100/download?source=datamanager&file=GLDS-100_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-101,Mus musculus,Spaceflight Study,Not Applicable | Left gastrocnemius,Spaceflight,12,2,1,Ground Control | Space Flight,Whole Transcriptome Bisulfite Sequencing     mass spectrometry     RNA Sequencing (RNA-Seq)     Whole Genome Bisulfite Sequencing,"Rodent Research-1 (RR1) NASA Validation Flight: Mouse left gastrocnemius muscle transcriptomic, proteomic, and epigenomic data",https://osdr.nasa.gov/geode-py/ws/studies/OSD-101/download?source=datamanager&file=GLDS-101_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-102,Not Applicable | Mus musculus,Spaceflight Study,Not Applicable | Left kidney,Spaceflight,12,2,1,Ground Control | Space Flight,mass spectrometry     Whole Genome Bisulfite Sequencing     RNA Sequencing (RNA-Seq)     Whole Transcriptome Bisulfite Sequencing,"Rodent Research-1 (RR1) NASA Validation Flight: Mouse kidney transcriptomic, proteomic, and epigenomic data",https://osdr.nasa.gov/geode-py/ws/studies/OSD-102/download?source=datamanager&file=GLDS-102_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-103,Not Applicable | Mus musculus,Spaceflight Study,Not Applicable | Left quadriceps femoris,Spaceflight,12,2,1,Ground Control | Space Flight,mass spectrometry     Whole Transcriptome Bisulfite Sequencing     Whole Genome Bisulfite Sequencing     RNA Sequencing (RNA-Seq),"Rodent Research-1 (RR1) NASA Validation Flight: Mouse quadriceps muscle transcriptomic, proteomic, and epigenomic data",https://osdr.nasa.gov/geode-py/ws/studies/OSD-103/download?source=datamanager&file=GLDS-103_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-104,Mus musculus,Spaceflight Study,Soleus-both sides,Spaceflight,12,2,1,Ground Control | Space Flight,RNA Sequencing (RNA-Seq)     Whole Genome Bisulfite Sequencing,Rodent Research-1 (RR1) NASA Validation Flight: Mouse soleus muscle transcriptomic and epigenomic data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-104/download?source=datamanager&file=GLDS-104_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-105,Not Applicable | Mus musculus,Spaceflight Study,Not Applicable | Left tibialis anterior,Spaceflight,12,2,1,Ground Control | Space Flight,RNA Sequencing (RNA-Seq)     mass spectrometry     Whole Genome Bisulfite Sequencing     Whole Transcriptome Bisulfite Sequencing,"Rodent Research-1 (RR1) NASA Validation Flight: Mouse tibialis anterior muscle transcriptomic, proteomic, and epigenomic data",https://osdr.nasa.gov/geode-py/ws/studies/OSD-105/download?source=datamanager&file=GLDS-105_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-138,Not Applicable | Bacillus subtilis,Spaceflight Study,Cells | Not Applicable,Spaceflight     Freezing,18,2,1,Ground Control & Frozen | Space Flight & Frozen,mass spectrometry     mass spectrometry     RNA Sequencing (RNA-Seq)     mass spectrometry,"BRIC-23 GeneLab Process Verification Test: Bacillus subtilis transcriptomic, proteomic, and metabolomic data",https://osdr.nasa.gov/geode-py/ws/studies/OSD-138/download?source=datamanager&file=GLDS-138_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-240,Mus musculus,Spaceflight Study,dorsal skin,Spaceflight,20,2,1,Ground Control | Space Flight,RNA Sequencing (RNA-Seq),Transcriptional analysis of dorsal skin from mice flown on the RR-5 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-240/download?source=datamanager&file=GLDS-240_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-241,Mus musculus,Spaceflight Study,femoral lateral skin,Spaceflight,19,2,1,Ground Control | Space Flight,RNA Sequencing (RNA-Seq),Transcriptional analysis of femoral skin from mice flown on the RR-5 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-241/download?source=datamanager&file=GLDS-241_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-255,Mus musculus,Spaceflight Study,Right retina,Spaceflight,16,2,1,Ground Control | Space Flight,RNA Sequencing (RNA-Seq),"Spaceflight influences gene expression, photoreceptor integrity, and oxidative stress-related damage in the murine retina",https://osdr.nasa.gov/geode-py/ws/studies/OSD-255/download?source=datamanager&file=GLDS-255_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-397,Mus musculus,Spaceflight Study,Right retina | Left retina,Spaceflight,16,2,1,Ground Control | Space Flight,RNA Sequencing (RNA-Seq)     Reduced-Representation Bisulfite Sequencing,Illumina NGS RNA-seq and RRBS Sequencing on Spaceflight Mouse Retina,https://osdr.nasa.gov/geode-py/ws/studies/OSD-397/download?source=datamanager&file=GLDS-397_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-419,Mus musculus,Spaceflight Study,Right gastrocnemius,Spaceflight,12,2,1,Ground Control | Space Flight,RNA Sequencing (RNA-Seq),Transcriptional profiling of the right gastrocnemius muscle from mice flown on the RR-1 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-419/download?source=datamanager&file=GLDS-419_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-420,Mus musculus,Spaceflight Study,Spleen-distal,Spaceflight,20,2,1,Ground Control | Space Flight,RNA Sequencing (RNA-Seq),Transcriptional profiling of spleens from mice flown on the RR-9 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-420/download?source=datamanager&file=GLDS-420_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-421,Mus musculus,Spaceflight Study,thymus,Spaceflight,20,2,1,Ground Control | Space Flight,RNA Sequencing (RNA-Seq),Transcriptional profiling of thymus from mice flown on the RR-9 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-421/download?source=datamanager&file=GLDS-421_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-422,Rattus norvegicus,Spaceflight Study,right lateral gastrocnemius,Spaceflight,12,2,1,Ground Control | Space Flight,RNA Sequencing (RNA-Seq),Transcriptional profiling of gastrocnemius muscle from rats flown on the SLS-1 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-422/download?source=datamanager&file=GLDS-422_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-423,Rattus norvegicus,Spaceflight Study,thymus,Spaceflight,13,2,1,Ground Control | Space Flight,RNA Sequencing (RNA-Seq),Transcriptional profiling of thymus tissue from rats flown on the SLS-2 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-423/download?source=datamanager&file=GLDS-423_rna_seq_differential_expression.csv
6,OSD-563,Mus musculus,Spaceflight Study,right hemisphere of cerebellum,Spaceflight,10,2,1,Ground Control | Space Flight,spatial transcriptomics     RNA Sequencing (RNA-Seq),Bulk RNA sequencing and spatially resolved transcriptional profiling of cerebellums from mice flown on the RR-10 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-563/download?source=datamanager&file=GLDS-568_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-564,Mus musculus,Spaceflight Study,Right hippocampus,Spaceflight,10,2,1,Ground Control | Space Flight,spatial transcriptomics     RNA Sequencing (RNA-Seq),Bulk RNA sequencing and spatially resolved transcriptional profiling of hippocampi from mice flown on the RR-10 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-564/download?source=datamanager&file=GLDS-569_rna_seq_differential_expression_GLbulkRNAseq.csv
6,OSD-609,Leptopilina heterotoma,Spaceflight Study,Whole Organism,Spaceflight,17,2,1,ground | space,RNA Sequencing (RNA-Seq),Drosophila parasitoids go to space: Unexpected and differential effects of spaceflight on hosts and their parasitoids - Wasp Leptopilina heterotoma 14 data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-609/download?source=datamanager&file=GLDS-586_rna-seq_differential_expression.csv
6,OSD-610,Leptopilina boulardi,Spaceflight Study,Whole Organism,Spaceflight,17,2,1,ground | space,RNA Sequencing (RNA-Seq),Drosophila parasitoids go to space: Unexpected and differential effects of spaceflight on hosts and their parasitoids - Wasp Leptopilina boulardi 17 data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-610/download?source=datamanager&file=GLDS-587_rna-seq_differential_expression.csv
5,OSD-42,Caenorhabditis elegans,Spaceflight Study,,Spaceflight,8,2,1,Ground Control | Space Flight,DNA microarray,Expression data from C. elegans,https://osdr.nasa.gov/geode-py/ws/studies/OSD-42/download?source=datamanager&file=GLDS-42_array_differential_expression_GLmicroarray.csv
5,OSD-50,,Spaceflight Study,,Spaceflight,6,2,1,Space Flight | Ground Control,DNA microarray,Evaluation of in vitro macrophage differentiation during space flight,https://osdr.nasa.gov/geode-py/ws/studies/OSD-50/download?source=datamanager&file=GLDS-50_array_differential_expression_GLmicroarray.csv
5,OSD-52,Homo sapiens,Spaceflight Study,Cells,Spaceflight,8,2,1,Ground Control | Space Flight,DNA microarray,Expression data from SPHINX (SPaceflight of Huvec: an INtegrated eXperiment),https://osdr.nasa.gov/geode-py/ws/studies/OSD-52/download?source=datamanager&file=GLDS-52_array_differential_expression_GLmicroarray.csv
5,OSD-87,Mus musculus,Spaceflight study,Retina,Spaceflight,8,2,1,Ground Control | Space Flight,DNA microarray,"Spaceflight effects on the mouse retina: Histological, gene expression and epigenetic changes after flight on STS-135",https://osdr.nasa.gov/geode-py/ws/studies/OSD-87/download?source=datamanager&file=GLDS-87_array_differential_expression_GLmicroarray.csv
5,OSD-113,Caenorhabditis elegans,Spaceflight Study,Whole Organism,Spaceflight,9,2,1,Ground control | Space Flight,DNA microarray,Expression Data from International C. elegans Experiment 1st (ICE-FIRST),https://osdr.nasa.gov/geode-py/ws/studies/OSD-113/download?source=datamanager&file=GLDS-113_array_differential_expression.csv
5,OSD-121,Arabidopsis thaliana,Spaceflight Study,,Spaceflight,9,2,1,Space Flight | Ground Control,DNA microarray     Image analysis     ELISA,"Biological Research in Canisters-16 (BRIC-16): Transcriptomics, Glycomics, and Morphometric photography.",https://osdr.nasa.gov/geode-py/ws/studies/OSD-121/download?source=datamanager&file=GLDS-121_array_differential_expression_GLmicroarray.csv
5,OSD-185,Bacillus subtilis,Spaceflight Study,Cells,Spaceflight,6,2,1,Ground Control | Space Flight,RNA Sequencing (RNA-Seq),BRIC-21 Bacillus subtilis transcriptome profile data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-185/download?source=datamanager&file=GLDS-185_rna_seq_differential_expression_GLbulkRNAseq.csv
5,OSD-270,Mus musculus,Spaceflight Study,Heart,Spaceflight,5,2,1,Ground Control | Space Flight,spatial transcriptomics     RNA Sequencing (RNA-Seq),Bulk and spatially resolved transcriptional analysis of hearts from mice flown on the RR-3,https://osdr.nasa.gov/geode-py/ws/studies/OSD-270/download?source=datamanager&file=GLDS-270_rna_seq_differential_expression_GLbulkRNAseq.csv
5,OSD-326,Mus musculus,Spaceflight Study,Quadriceps femoris,Spaceflight,8,2,1,Ground Control | Space Flight,RNA Sequencing (RNA-Seq),Gene-metabolite network linked to inhibited bioenergetics in association with spaceflight induced loss of quadriceps muscle,https://osdr.nasa.gov/geode-py/ws/studies/OSD-326/download?source=datamanager&file=GLDS-326_rna_seq_differential_expression_GLbulkRNAseq.csv
5,OSD-352,Mus musculus,Spaceflight Study,Brain,Spaceflight,6,2,1,Ground Control | Space Flight,spatial transcriptomics     RNA Sequencing (RNA-Seq)     single-cell RNA sequencing     single-cell ATAC-seq,Multi-modal transcriptional and chromatin accessibility analysis of brains from mice flown on the RR-3 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-352/download?source=datamanager&file=GLDS-352_rna_seq_differential_expression_GLbulkRNAseq.csv
5,OSD-599,Mus musculus,Spaceflight Study,Heart,Spaceflight,6,2,1,Ground Control | Space Flight,RNA Sequencing (RNA-Seq),Transcriptomic Effects on the Mouse Heart Following 30 Days on the International Space Station,https://osdr.nasa.gov/geode-py/ws/studies/OSD-599/download?source=datamanager&file=GLDS-596_rna_seq_differential_expression_GLbulkRNAseq.csv
5,OSD-612,Mus musculus,Spaceflight Study,Left cerebral hemisphere,Spaceflight,9,2,1,Ground Control | Space Flight,single-cell RNA sequencing     single-cell ATAC-seq     RNA Sequencing (RNA-Seq),Bulk RNA sequencing and single nuclei transcriptomics and epigenomics of brain tissue from mice flown on the RR-10 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-612/download?source=datamanager&file=GLDS-588_rna_seq_differential_expression_GLbulkRNAseq.csv
5,OSD-635,Homo sapiens,Spaceflight Study,Cells,Spaceflight,6,2,1,Ground Control | Space Flight,RNA Sequencing (RNA-Seq),Spaceflight effects on human vascular smooth muscle cell phenotype and function,https://osdr.nasa.gov/geode-py/ws/studies/OSD-635/download?source=datamanager&file=GLDS-608_rna_seq_differential_expression_GLbulkRNAseq.csv
5,OSD-811,Homo sapiens,Spaceflight Study,"Cells, Cultured",Spaceflight     Altered Gravity,6,2,1,Space Flight & 1G by centrifugation | Space Flight & uG,RNA Sequencing (RNA-Seq),Space microgravity increases expression of genes associated with proliferation and differentiation in human cardiac spheres,https://osdr.nasa.gov/geode-py/ws/studies/OSD-811/download?source=datamanager&file=GLDS-693_rna_seq_differential_expression_GLbulkRNAseq.csv
5,OSD-901,Mus musculus,Spaceflight Study,"Cells, Cultured",Spaceflight,6,2,1,Ground Control | Space Flight,RNA Sequencing (RNA-Seq),Expression data from cultured mouse spermatogonia cryopreserved on the International Space Station (ISS) or on Earth,https://osdr.nasa.gov/geode-py/ws/studies/OSD-901/download?source=datamanager&file=GLDS-730_rna_seq_differential_expression_GLbulkRNAseq.csv
4,OSD-43,Escherichia coli,Ground Study,,Microgravity Simulation,10,2,1,1G on Earth | uG with clinorotation,DNA microarray,Effect of simulated microgravity on E. coli K12 MG1655 growth and gene expression,https://osdr.nasa.gov/geode-py/ws/studies/OSD-43/download?source=datamanager&file=GLDS-43_array_differential_expression_GLmicroarray.csv
4,OSD-271,Rattus norvegicus,Ground study,mammary gland,Ionizing Radiation,22,2,1,non-irradiated | Cesium-137 gamma radiation,DNA microarray,Global gene expression profiling of radiation-induced rat mammary carcinomas,https://osdr.nasa.gov/geode-py/ws/studies/OSD-271/download?source=datamanager&file=GLDS-271_array_differential_expression.csv
4,OSD-467,Mus musculus,Ground Study,Cortical Bone,Hindlimb Unloading,16,2,1,Hindlimb Unloaded | Normal Loading Control,RNA Sequencing (RNA-Seq),Transcriptomic profiling of cortical bone from hindlimb unloaded mice,https://osdr.nasa.gov/geode-py/ws/studies/OSD-467/download?source=datamanager&file=GLDS-467_rna_seq_differential_expression_GLbulkRNAseq.csv
4,OSD-542,Homo sapiens,Ground Study,Whole Blood,Time,33,2,1,pre-confinement | post-confinement for 14 days,DNA microarray,Effects of 14 days of confinement on blood gene expression profiles in men,https://osdr.nasa.gov/geode-py/ws/studies/OSD-542/download?source=datamanager&file=GLDS-542_array_differential_expression.csv
4,OSD-577,Homo sapiens,Ground Study,"Cells, Cultured",Ionizing Radiation     Treatment     Tissue Model,30,2,1,DEV | MAT,RNA Sequencing (RNA-Seq),3D Human Umbilical Vein Endothelial Cells (HUVECs) irradiated with GCR simulated irradiation with miRNA based countermeasures,https://osdr.nasa.gov/geode-py/ws/studies/OSD-577/download?source=datamanager&file=GLDS-571_rna-seq_NOmiR_DEV_v_MAT_differential_expression.csv
4,OSD-783,Homo sapiens,Ground Study,Soleus,Treatment,20,2,1,6-day dry immersion + NMES | before treatment,RNA Sequencing (RNA-Seq),Multidirectional effect of low-intensity electrical myostimulation on gene expression and phenotype in thigh and calf muscles after one week of disuse - soleus data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-783/download?source=datamanager&file=GLDS-680_rna_seq_differential_expression_GLbulkRNAseq.csv
4,OSD-784,Homo sapiens,Ground Study,Vastus Lateralis,Treatment,20,2,1,6-day dry immersion + NMES | before treatment,RNA Sequencing (RNA-Seq),Multidirectional effect of low-intensity electrical myostimulation on gene expression and phenotype in thigh and calf muscles after one week of disuse - vastus lateralis data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-784/download?source=datamanager&file=GLDS-681_rna_seq_differential_expression_GLbulkRNAseq.csv
4,OSD-813,Mus musculus,Ground Study,Placenta,Ionizing Radiation,30,2,1,neutron | non-irradiated,RNA Sequencing (RNA-Seq),Impact of near continuous low dose rate neutron irradiation on pregnancy outcomes in mice.,https://osdr.nasa.gov/geode-py/ws/studies/OSD-813/download?source=datamanager&file=GLDS-695_rna_seq_differential_expression_GLbulkRNAseq.csv
4,OSD-935,Mus musculus,Ground Study,Soleus,Hindlimb Unloading     Ionizing Radiation     Treatment,20,2,1,Hindlimb Unloaded & x-ray radiation & corticosterone | Normally Loaded Control & sham irradiation & Non-treated,RNA Sequencing (RNA-Seq),Long non‐coding RNAs Kcnq1ot1 and Lncpint are involved in skeletal muscle atrophy induced by the space exposome,https://osdr.nasa.gov/geode-py/ws/studies/OSD-935/download?source=datamanager&file=GLDS-763_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-3,Drosophila melanogaster,Spaceflight Study,Whole Organism,Developmental Stage     Spaceflight,20,4,6,third instar larva stage & Space Flight | adult & Space Flight | third instar larva stage & Ground Control | adult & Ground Control,DNA microarray,Drosophila melanogaster gene expression changes after spaceflight.,https://osdr.nasa.gov/geode-py/ws/studies/OSD-3/download?source=datamanager&file=GLDS-3_array_differential_expression_GLmicroarray.csv
3,OSD-6,Rattus norvegicus,Ground Study,Cells,Ionizing Radiation,8,2,1,non-irradiated | Fe-56 ion radiation,DNA microarray,Transcription profiling of rat keratinocytes exposed to a 56Fe ion beam,https://osdr.nasa.gov/geode-py/ws/studies/OSD-6/download?source=datamanager&file=GLDS-6_array_differential_expression_GLmicroarray.csv
3,OSD-13,Homo sapiens,Spaceflight Study,Primary T Cells,Treatment     Altered Gravity     Spaceflight,11,3,3,Space Flight & uG & Activated | Space Flight & 1G by centrifugation & Activated | Space Flight & uG & Non-activated,DNA microarray,T Cell Activation in Microgravity Compared to 1g (Earth's) Gravity,https://osdr.nasa.gov/geode-py/ws/studies/OSD-13/download?source=datamanager&file=GLDS-13_array_differential_expression_GLmicroarray.csv
3,OSD-15,Pseudomonas aeruginosa,Spaceflight Study,Cells,Spaceflight     Microgravity Simulation,10,3,3,Ground Control & 1G on Earth | Not Applicable & uG by rotating wall vessel | Space Flight & Not Applicable,DNA microarray,Transcriptional and proteomic response of Pseudomonas aeruginosa PAO1 to spaceflight conditions involves Hfq regulation and reveals a role for oxygen,https://osdr.nasa.gov/geode-py/ws/studies/OSD-15/download?source=datamanager&file=GLDS-15_array_differential_expression_GLmicroarray.csv
3,OSD-25,Mus musculus,Spaceflight Study,Liver,Spaceflight,19,3,3,Ground Control | Space Flight | Vivarium Control,DNA microarray,STS-135 Liver Transcriptomics,https://osdr.nasa.gov/geode-py/ws/studies/OSD-25/download?source=datamanager&file=GLDS-25_array_differential_expression_GLmicroarray.csv
3,OSD-30,Mus musculus,Ground Study,Cells,Microgravity Simulation,8,2,1,1G on Earth | uG by RWV,DNA microarray,Transcription profiling of mouse osteoblasts under static vs simulated microgravity,https://osdr.nasa.gov/geode-py/ws/studies/OSD-30/download?source=datamanager&file=GLDS-30_array_differential_expression_GLmicroarray.csv
3,OSD-38,Arabidopsis thaliana,Spaceflight Study,,Spaceflight     Sample Preservation Method,13,4,6,FLT | GC | LN2 | RNAlat,mass spectrometry     RNA Sequencing (RNA-Seq),Proteomics and Transcriptomics analysis of Arabidopsis Seedlings in Microgravity,https://osdr.nasa.gov/geode-py/ws/studies/OSD-38/download?source=datamanager&file=GLDS-38_rna_seq_differential_expression.csv
3,OSD-44,Arabidopsis thaliana,Spaceflight Study,,Genotype     Spaceflight,15,4,6,Wild Type & Ground Control | Wild Type & Space Flight | act2-3 & Ground Control | act2-3 & Space Flight,DNA microarray,Transcriptomics analysis of etiolated Arabidopsis thaliana seedlings in response to microgravity,https://osdr.nasa.gov/geode-py/ws/studies/OSD-44/download?source=datamanager&file=GLDS-44_array_differential_expression_GLmicroarray.csv
3,OSD-48,Mus musculus,Spaceflight Study,Liver,Spaceflight     Dissection Condition,14,4,6,Ground Control & Carcass | Ground Control & Upon euthanasia | Space Flight & Carcass | Space Flight & Upon euthanasia,RNA Sequencing (RNA-Seq)     mass spectrometry     Microscopy     Whole Genome Bisulfite Sequencing     Whole Transcriptome Bisulfite Sequencing,"Rodent Research-1 (RR1) NASA Validation Flight: Mouse liver transcriptomic, proteomic, epigenomic and histology data",https://osdr.nasa.gov/geode-py/ws/studies/OSD-48/download?source=datamanager&file=GLDS-48_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-85,Drosophila melanogaster,Ground Study,Whole Organism,Hypergravity,8,2,1,1G on Earth | 3G by centrifugation,RNA Sequencing (RNA-Seq),Transcriptomic response of Drosophila melanogaster pupae developed in hypergravity,https://osdr.nasa.gov/geode-py/ws/studies/OSD-85/download?source=datamanager&file=GLDS-85_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-91,Homo sapiens,Ground Study,Cells,Microgravity Simulation,4,2,1,1G on Earth | uG by HARV,RNA Sequencing (RNA-Seq),A study of gene expression influenced by simulated microgravity in human lymphoblastoid cells,https://osdr.nasa.gov/geode-py/ws/studies/OSD-91/download?source=datamanager&file=GLDS-91_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-112,Caenorhabditis elegans,Spaceflight Study,Whole Organism,Altered Gravity     Spaceflight,12,3,3,uG & Space Flight | 1G by centrifugation & Space Flight | 1G on Earth & Ground Control,DNA microarray,"Microgravity effect on C. elegans N2/VC (CERISE, 4 days)",https://osdr.nasa.gov/geode-py/ws/studies/OSD-112/download?source=datamanager&file=GLDS-112_array_differential_expression_GLmicroarray.csv
3,OSD-124,Homo sapiens,Ground Study,,Electromagnetic Fields,8,2,1,non EMF treated control | EMF treated,DNA microarray,Effect of electromagnetic fields on the chondrogenic differentiation under microgravity conditions,https://osdr.nasa.gov/geode-py/ws/studies/OSD-124/download?source=datamanager&file=GLDS-124_array_differential_expression_GLmicroarray.csv
3,OSD-127,Homo sapiens,Ground Study,,Microgravity Simulation,6,2,1,1G by random positioning machine | uG by random positioning machine,RNA Sequencing (RNA-Seq),Global gene expression profiles of cardiac progenitors differentiated from human pluripotent stem cells in 3D culture under simulated microgravity,https://osdr.nasa.gov/geode-py/ws/studies/OSD-127/download?source=datamanager&file=GLDS-127_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-137,Mus musculus,Spaceflight Study,Liver,Spaceflight,18,3,3,Basal Control | Ground Control | Space Flight,mass spectrometry     Whole Genome Bisulfite Sequencing     RNA Sequencing (RNA-Seq)     Microscopy,"Rodent Research-3-CASIS: Mouse liver transcriptomic, proteomic, epigenomic and histology data",https://osdr.nasa.gov/geode-py/ws/studies/OSD-137/download?source=datamanager&file=GLDS-137_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-145,Staphylococcus aureus,Spaceflight Study,,Spaceflight     Freezing,27,4,6,Ground Control & Frozen | Laboratory Control & Frozen | Laboratory Control & Not frozen | Space Flight & Frozen,mass spectrometry     mass spectrometry     mass spectrometry     RNA Sequencing (RNA-Seq),"BRIC-23 GeneLab Process Verification Test: Staphylococcus aureus transcriptomic, proteomic, and metabolomic data",https://osdr.nasa.gov/geode-py/ws/studies/OSD-145/download?source=datamanager&file=GLDS-145_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-147,Arabidopsis thaliana,Spaceflight Study,hypocotyl cell culture,Spaceflight     Genotype,21,4,6,ARG1 KO & Space Flight | ARG1 KO & Ground Control | Wild Type & Space Flight | Wild Type & Ground Control,DNA microarray,Arg1 functions in the physiological adaptation of undifferentiated plant cells to spaceflight,https://osdr.nasa.gov/geode-py/ws/studies/OSD-147/download?source=datamanager&file=GLDS-147_array_differential_expression.csv
3,OSD-161,Mus musculus,Spaceflight Study,Adrenal gland | Not applicable,Spaceflight,15,3,3,Basal Control | Ground Control | Space Flight,mass spectrometry     nucleotide sequencing     RNA Sequencing (RNA-Seq),"Rodent Research-3-CASIS: Mouse adrenal gland transcriptomic, proteomic, and epigenomic data",https://osdr.nasa.gov/geode-py/ws/studies/OSD-161/download?source=datamanager&file=GLDS-161_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-162,Mus musculus,Spaceflight Study,eye,Spaceflight,15,3,3,Basal Control | Ground Control | Space Flight,mass spectrometry     RNA Sequencing (RNA-Seq),Rodent Research-3-CASIS: Mouse eye transcriptomic and proteomic data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-162/download?source=datamanager&file=GLDS-162_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-163,Mus musculus,Spaceflight Study,Left kidney,Spaceflight,18,3,3,Basal Control | Ground Control | Space Flight,mass spectrometry     nucleotide sequencing     RNA Sequencing (RNA-Seq),"Rodent Research-3-CASIS: Mouse kidney transcriptomic, proteomic, and epigenomic data",https://osdr.nasa.gov/geode-py/ws/studies/OSD-163/download?source=datamanager&file=GLDS-163_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-194,Mus musculus,Spaceflight Study,Right retina | Left retina,Spaceflight,13,3,3,Basal Control | Ground Control | Space Flight,RNA Sequencing (RNA-Seq),Rodent Research-3-CASIS: Mouse retina transcriptomic data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-194/download?source=datamanager&file=GLDS-194_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-205,Arabidopsis thaliana,Spaceflight Study,,Spaceflight     Genotype,19,4,6,Wild Type & Space Flight | Wild Type & Ground Control | HSFA2 KO & Space Flight | HSFA2 KO & Ground Control,DNA microarray,HSFA2 functions in the physiological adaptation of undifferentiated plant cells to spaceflight microgravity environment,https://osdr.nasa.gov/geode-py/ws/studies/OSD-205/download?source=datamanager&file=GLDS-205_array_differential_expression.csv
3,OSD-208,Arabidopsis thaliana,Ground Study,,Tissue,9,2,1,ROOT ZONE I (0.5mm) | ROOT ZONE II (1.5mm),RNA Sequencing (RNA-Seq)     DNA microarray,Comparing RNA-Seq and microarray gene expression data in two zones of the Arabidopsis root apex relevant to spaceflight.,https://osdr.nasa.gov/geode-py/ws/studies/OSD-208/download?source=datamanager&file=GLDS-208_array_differential_expression.csv
