score,osd_id,organism,project_type,material,factors,n_samples,n_groups,n_contrasts,groups,assay,title,dge_url
2,OSD-554,Pseudomonas aeruginosa,Spaceflight Study,Cells,Growth Environment     Time     Spaceflight,68,0,110,,RNA Sequencing (RNA-Seq),"Characterization of Biofilm Formation, Growth, and Gene Expression on Different Materials and Environmental Conditions in Microgravity (Gene expression of Pseudomonas aeruginosa biofilms)",https://osdr.nasa.gov/geode-py/ws/studies/OSD-554/download?source=datamanager&file=GLDS-554_rna_seq_differential_expression_GLbulkRNAseq.csv
2,OSD-561,Mus musculus,Spaceflight Study,right hemisphere of cerebellum,Spaceflight     Euthanasia Location     Age,26,5,10,12 week & Ground Control & On Earth | 12 week & Space Flight & On Earth | 12 week & Space Flight & On ISS | 29 week & Ground Control & On Earth | 29 week & Space Flight & On Earth,spatial transcriptomics     RNA Sequencing (RNA-Seq),Bulk RNA sequencing and spatially resolved transcriptional profiling of cerebellums from mice flown on the RRRM-2 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-561/download?source=datamanager&file=GLDS-556_rna_seq_differential_expression_GLbulkRNAseq.csv
2,OSD-562,Mus musculus,Spaceflight Study,Right hippocampus,Spaceflight     Euthanasia Location     Age,27,7,21,12 week & Ground Control & On Earth | 12 week & Space Flight & On Earth | 12 week & Space Flight & On ISS | 29 week & Ground Control & On Earth | 29 week & Ground Control & On ISS | 29 week & Space Flight & On Earth | 29 week & Space Flight & On ISS,spatial transcriptomics     RNA Sequencing (RNA-Seq),Bulk RNA sequencing and spatially resolved transcriptional profiling of hippocampi from mice flown on the RRRM-2 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-562/download?source=datamanager&file=GLDS-557_rna_seq_differential_expression_GLbulkRNAseq.csv
2,OSD-580,Mus musculus,Spaceflight Study,Heart | heart right ventricle,Spaceflight     Age     Euthanasia Location,79,10,45,Basal Control & 12 week & On Earth | Basal Control & 29 week & On Earth | Ground Control & 12 week & On Earth | Ground Control & 29 week & On Earth | Space Flight & 12 week & On Earth | Space Flight & 12 week & On ISS | Space Flight & 29 week & On Earth | Space Flight & 29 week & On ISS | Vivarium control & 12 week & On Earth | Vivarium control & 29 week & On Earth,RNA Sequencing (RNA-Seq),Transcriptional profiling of heart tissue from mice flown on the RRRM-2 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-580/download?source=datamanager&file=GLDS-573_rna_seq_differential_expression_GLbulkRNAseq.csv
2,OSD-588,Drosophila melanogaster,Spaceflight Study,Whole Organism,Spaceflight     Genotype     Developmental Stage     Infection,64,16,120,G0_Lb_infected_G1 | G0_Lb_infected_S1 | G0_Lh_infected_G1 | G0_Lh_infected_S1 | G0-hop-tum | G0-yw | S0_Lb_infected_G1 | S0_Lb_infected_S1 | S0_Lh_infected_G1 | S0_Lh_infected_S1 | S0-hop-tum | S0-yw | Uninfected_G1_hopTum | Uninfected_G1_yw | Uninfected_S1_hopTum | Uninfected_S1_yw,RNA Sequencing (RNA-Seq),Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids - Drosophila data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-588/download?source=datamanager&file=GLDS-583_rna-seq_differential_expression.csv
2,OSD-667,Mus musculus,Spaceflight Study,Colon,Spaceflight     Genotype,39,8,28,Wild Type & Basal Control | Wild Type & Ground Control | Wild Type & Space Flight | Wild Type & Vivarium Control | p21-null & Basal Control | p21-null & Ground Control | p21-null & Space Flight | p21-null & Vivarium Control,RNA Sequencing (RNA-Seq),Transcriptional profiling of colon from mice flown on the RR-10 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-667/download?source=datamanager&file=GLDS-606_rna_seq_differential_expression_GLbulkRNAseq.csv
2,OSD-678,Arabidopsis thaliana,Spaceflight Study,,Spaceflight     Ecotype     Treatment     Genotype,37,0,63,,RNA Sequencing (RNA-Seq),Light has a principal role in the Arabidopsis transcriptomic response to the spaceflight environment,https://osdr.nasa.gov/geode-py/ws/studies/OSD-678/download?source=datamanager&file=GLDS-612_rna_seq_differential_expression_GLbulkRNAseq.csv
2,OSD-686,Mus musculus,Spaceflight Study,Liver,Spaceflight     Altered Gravity,9,3,3,Ground Control & 1G on Earth | Space Flight & 1G by centrifugation | Space Flight & uG,RNA Sequencing (RNA-Seq),Impact of spaceflight and artificial gravity on sulfur metabolism in mouse liver: sulfur metabolomic and transcriptomic analysis,https://osdr.nasa.gov/geode-py/ws/studies/OSD-686/download?source=datamanager&file=GLDS-617_rna_seq_differential_expression_GLbulkRNAseq.csv
2,OSD-714,Mus musculus,Spaceflight Study,Soleus,Spaceflight     Altered Gravity     Space Mission,21,7,21,Mouse Habitat Unit 1 (MHU-1) & Ground Control & 1G on Earth | Mouse Habitat Unit 1 (MHU-1) & Space Flight & 1G with centrifugation | Mouse Habitat Unit 1 (MHU-1) & Space Flight & uG | Mouse Habitat Unit 4 (MHU-4) & Ground Control & 1G on Earth | Mouse Habitat Unit 4 (MHU-4) & Space Flight & 1/6G with centrifugation | Mouse Habitat Unit 5 (MHU-5) & Ground Control & 1G on Earth | Mouse Habitat Unit 5 (MHU-5) & Space Flight & 1/6G with centrifugation,RNA Sequencing (RNA-Seq),Lunar gravity prevents skeletal muscle atrophy but not myofiber type shift in mice,https://osdr.nasa.gov/geode-py/ws/studies/OSD-714/download?source=datamanager&file=GLDS-638_rna_seq_differential_expression_GLbulkRNAseq.csv
2,OSD-758,Mus musculus,Spaceflight Study,Right retina,Spaceflight     Altered Gravity,35,5,10,FLT_0.33G | FLT_0.67G | FLT_0G | FLT_1G | HGC,RNA Sequencing (RNA-Seq),Artificial Gravity Attenuates the Transcriptomic Response to Spaceflight in the Optic Nerve and Retina -- Retina data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-758/download?source=datamanager&file=GLDS-664_rna-seq_differential_expression.csv
2,OSD-759,Mus musculus,Spaceflight Study,Right optic nerve,Spaceflight     Altered Gravity,35,5,10,FLT_0.33G | FLT_0.67G | FLT_0G | FLT_1G | HGC,RNA Sequencing (RNA-Seq),Artificial Gravity Attenuates the Transcriptomic Response to Spaceflight in the Optic Nerve and Retina -- Optic nerve data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-759/download?source=datamanager&file=GLDS-665_rna-seq_differential_expression.csv
2,OSD-771,Mus musculus,Spaceflight Study,Right kidney,Spaceflight     Age     Euthanasia Location,80,10,45,Basal Control & 12 week & On Earth | Basal Control & 29 week & On Earth | Ground Control & 12 week & On Earth | Ground Control & 29 week & On Earth | Space Flight & 12 week & On Earth | Space Flight & 12 week & On ISS | Space Flight & 29 week & On Earth | Space Flight & 29 week & On ISS | Vivarium Control & 12 week & On Earth | Vivarium Control & 29 week & On Earth,RNA Sequencing (RNA-Seq),Transcriptional profiling of kidney tissue from mice flown on the Rodent Research Reference Mission-2 (RRRM-2),https://osdr.nasa.gov/geode-py/ws/studies/OSD-771/download?source=datamanager&file=GLDS-674_rna_seq_differential_expression_GLbulkRNAseq.csv
2,OSD-781,Homo sapiens,Spaceflight Study,primary cell,Spaceflight     Treatment,8,4,6,Ground Control & None | Space Flight & Insulin-Like Growth Factor I | Space Flight & None | Space Flight & SW033291,RNA Sequencing (RNA-Seq),Skeletal muscle-on-a-chip in microgravity as a platform for regeneration modeling and drug screening - myoblast data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-781/download?source=datamanager&file=GLDS-678_rna_seq_differential_expression_GLbulkRNAseq.csv
2,OSD-863,Homo sapiens,Spaceflight Study,"Cells, Cultured",Spaceflight     Co-culture     Donor Medical History,19,8,28,no known diseases & Ground Control & with microglia | no known diseases & Ground Control & without microglia | no known diseases & Space Flight & with microglia | no known diseases & Space Flight & without microglia | primary progressive multiple sclerosis & Ground Control & with microglia | primary progressive multiple sclerosis & Ground Control & without microglia | primary progressive multiple sclerosis & Space Flight & with microglia | primary progressive multiple sclerosis & Space Flight & without microglia,RNA Sequencing (RNA-Seq),Effects of microgravity on human iPSC-derived neural organoids on the International Space Station - cortical organoids,https://osdr.nasa.gov/geode-py/ws/studies/OSD-863/download?source=datamanager&file=GLDS-716_rna_seq_differential_expression_GLbulkRNAseq.csv
2,OSD-871,Homo sapiens,Spaceflight Study,"Cells, Cultured",Spaceflight     Donor Medical History     Co-culture,23,8,28,Sporadic Parkinson disease & Ground Control & with microglia | Sporadic Parkinson disease & Ground Control & without microglia | Sporadic Parkinson disease & Space Flight & with microglia | Sporadic Parkinson disease & Space Flight & without microglia | no known diseases & Ground Control & with microglia | no known diseases & Ground Control & without microglia | no known diseases & Space Flight & with microglia | no known diseases & Space Flight & without microglia,RNA Sequencing (RNA-Seq),Effects of microgravity on human iPSC-derived neural organoids on the International Space Station - dopaminergic organoids,https://osdr.nasa.gov/geode-py/ws/studies/OSD-871/download?source=datamanager&file=GLDS-720_rna_seq_differential_expression_GLbulkRNAseq.csv
2,OSD-899,Mus musculus,Spaceflight Study,Cecum,Spaceflight     Genotype,64,8,28,Wild Type & Basal Control | Wild Type & Ground Control | Wild Type & Space Flight | Wild Type & Vivarium Control | p21-null & Basal Control | p21-null & Ground Control | p21-null & Space Flight | p21-null & Vivarium Control,RNA Sequencing (RNA-Seq),Transcriptional profiling of cecum from mice flown on the RR-10 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-899/download?source=datamanager&file=GLDS-728_rna_seq_differential_expression_GLbulkRNAseq.csv
2,OSD-900,Mus musculus,Spaceflight Study,Right Lung,Spaceflight     Genotype,42,8,28,Basal Control & Wild Type | Basal Control & p21-null | Ground Control & Wild Type | Ground Control & p21-null | Space Flight & Wild Type | Space Flight & p21-null | Vivarium Control & Wild Type | Vivarium Control & p21-null,RNA Sequencing (RNA-Seq),Transcriptional profiling of lungs from mice flown on the RR-10 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-900/download?source=datamanager&file=GLDS-729_rna_seq_differential_expression_GLbulkRNAseq.csv
2,OSD-936,Homo sapiens,Spaceflight Study,Cultured Cells,Altered Gravity     Coating     Spaceflight     Altered Gravity Duration,7,4,6,Space Flight & 1G by centrifugation & 24 hour & Not Applicable | Space Flight & 1G by centrifugation & 48 hour & Not Applicable | Space Flight & uG & 24 hour & Not Applicable | Space Flight & uG & 48 hour & Not Applicable,RNA Sequencing (RNA-Seq)     RNA Sequencing (RNA-Seq)     Ribo-seq (Ribosome profiling)     Ribo-seq (Ribosome profiling),Gravitational and mechanical forces drive mitochondrial translation- human HEK293 cell datasets,https://osdr.nasa.gov/geode-py/ws/studies/OSD-936/download?source=datamanager&file=GLDS-764_rna_seq_differential_expression_FLT_GLbulkRNAseq.csv
2,OSD-937,Homo sapiens,Spaceflight Study,"Cells, Cultured",Spaceflight     Donor Age     Treatment     Time,30,10,45,Ground Control & old & Electric Stimulation & 21 day | Ground Control & old & No Electric Stimulation & 2 day | Ground Control & old & No Electric Stimulation & 21 day | Ground Control & young & Electric Stimulation & 21 day | Ground Control & young & No Electric Stimulation & 2 day | Ground Control & young & No Electric Stimulation & 21 day | Space Flight & old & Electric Stimulation & 21 day | Space Flight & old & No Electric Stimulation & 21 day | Space Flight & young & Electric Stimulation & 21 day | Space Flight & young & No Electric Stimulation & 21 day,RNA Sequencing (RNA-Seq),Microgravity accelerates skeletal muscle degeneration: Functional and transcriptomic insights from an ISS muscle lab-on-chip model,https://osdr.nasa.gov/geode-py/ws/studies/OSD-937/download?source=datamanager&file=GLDS-765_rna_seq_differential_expression_GLbulkRNAseq.csv
1,OSD-14,Pseudomonas aeruginosa,Ground Study,Cells,Microgravity Simulation,10,3,3,uG by RWV | 1G by RWV | uG by random positioning machine,DNA microarray,Response of Pseudomonas aeruginosa PAO1 to low shear modeled microgravity,https://osdr.nasa.gov/geode-py/ws/studies/OSD-14/download?source=datamanager&file=GLDS-14_array_differential_expression_GLmicroarray.csv
1,OSD-71,Homo sapiens,Ground Study,"blood, isolated leukocytes",Ionizing Radiation     Absorbed Radiation Dose,18,4,6,sham-irradiated & 0 gray | cesium-137 gamma radiation & 0.3 gray | cesium-137 gamma radiation & 1.5 gray | cesium-137 gamma radiation & 3 gray,DNA microarray,Immediate Transcriptional Changes in Response to High Dose Radiation Exposure,https://osdr.nasa.gov/geode-py/ws/studies/OSD-71/download?source=datamanager&file=GLDS-71_array_differential_expression_GLmicroarray.csv
1,OSD-74,Mus musculus,Ground Study,Trp53 null Mammary Tumor,Ionizing Radiation     Absorbed Radiation Dose,47,4,6,Si-28 ion radiation & 80 centigray | Si-28 ion radiation & 30 centigray | Si-28 ion radiation & 10 centigray | sham-irradiated & 0 gray,DNA microarray,Densely Ionizing Radiation Effects on the Microenvironment Promote Aggressive Trp53 Null Mammary Carcinomas,https://osdr.nasa.gov/geode-py/ws/studies/OSD-74/download?source=datamanager&file=GLDS-74_array_differential_expression_GLmicroarray.csv
1,OSD-78,Homo sapiens,Ground Study,human mammary epithelial cells,Ionizing Radiation     Treatment,17,4,6,sham-irradiated & TGFB treated | x-ray radiation & TGFB treated | x-ray radiation & non TGFB treated control | sham-irradiated & non TGFB treated control,DNA microarray,Transcription profiling of human MCF10A cells subjected to ionizing radiation and treatment with transforming growth factor beta-1,https://osdr.nasa.gov/geode-py/ws/studies/OSD-78/download?source=datamanager&file=GLDS-78_array_differential_expression_GLmicroarray.csv
1,OSD-79,Mus musculus,Ground Study,transplanted p53null mammary tumor,Genotype     Ionizing Radiation,58,4,6,TGFb1 heterozygote & Cobalt-60 gamma radiation | TGFb1 heterozygote & sham-irradiated | Wild Type & Cobalt-60 gamma radiation | Wild Type & sham-irradiated,DNA microarray,Murine microenvironment metaprofiles associate with human cancer etiology and intrinsic subtypes,https://osdr.nasa.gov/geode-py/ws/studies/OSD-79/download?source=datamanager&file=GLDS-79_array_differential_expression_GLmicroarray.csv
1,OSD-125,Homo sapiens,Ground Study,Cells,Microgravity Simulation     Cell Line,10,4,6,DLD1 & 1G on Earth | DLD1 & uG by rotary cell culture system | MOLT-4 & 1G on Earth | MOLT-4 & uG by rotary cell culture system,DNA microarray,mRNA expression profile in DLD-1 and MOLT-4 cancer cell lines cultured under Microgravity,https://osdr.nasa.gov/geode-py/ws/studies/OSD-125/download?source=datamanager&file=GLDS-125_array_differential_expression_GLmicroarray.csv
1,OSD-129,Homo sapiens,Ground Study,Human Peripheral blood lymphocytes (PBL),Ionizing Radiation     Microgravity Simulation,23,4,6,1G on Earth & cesium-137 gamma radiation | uG by RWV & cesium-137 gamma radiation | 1G on Earth & non-irradiated | uG by RWV & non-irradiated,DNA microarray,Gene expression profiling of PBL in response to ionizing radiation and modeled microgravity,https://osdr.nasa.gov/geode-py/ws/studies/OSD-129/download?source=datamanager&file=GLDS-129_array_differential_expression_GLmicroarray.csv
1,OSD-136,Arabidopsis thaliana,Ground Study,,Atmospheric Pressure,12,3,3,"97,000 pascal | 50,000 pascal | 50,000 pascal + O2 to 21,000 pascal",DNA microarray,Dissecting Low Atmospheric Pressure Stress: Transcriptome Responses to the Components of Hypobaria in Arabidopsis [Experiment 2],https://osdr.nasa.gov/geode-py/ws/studies/OSD-136/download?source=datamanager&file=GLDS-136_array_differential_expression_GLmicroarray.csv
1,OSD-160,Mus musculus,Ground Study,4T1 tumor,Ionizing Radiation     Treatment,14,4,6,Isotype Control Injection & sham-irradiated | 1D11 Injection & sham-irradiated | Isotype Control Injection & Cobalt-60 gamma radiation | 1D11 Injection & Cobalt-60 gamma radiation,DNA microarray,Gene expression data from 4T1 irradiated tumors treated with TGFbeta blockade,https://osdr.nasa.gov/geode-py/ws/studies/OSD-160/download?source=datamanager&file=GLDS-160_array_differential_expression_GLmicroarray.csv
1,OSD-172,Homo sapiens,High Altitude Study,Cells,Altered Gravity,26,4,6,1G on Earth | 1G by horizontal flight | 1.8G by parabolic flight | uG by parabolic flight,DNA microarray,Dynamic gene expression response to altered gravity in human T cells (parabolic flight),https://osdr.nasa.gov/geode-py/ws/studies/OSD-172/download?source=datamanager&file=GLDS-172_array_differential_expression_GLmicroarray.csv
1,OSD-182,Homo sapiens,Ground study,,Ionizing Radiation     Treatment,15,4,6,He-4 ion radiation & depleted | He-4 ion radiation & normal | sham-irradiated & depleted | sham-irradiated & normal,DNA microarray,"Human skin fibroblast mitochondrial depletion, 0.5 Gy alpha-particle",https://osdr.nasa.gov/geode-py/ws/studies/OSD-182/download?source=datamanager&file=GLDS-182_array_differential_expression_GLmicroarray.csv
1,OSD-189,Homo sapiens,High Altitude Study,Cells,Altered Gravity,26,4,6,1G on Earth Baseline | 1G on Earth | uG by clinostat | 9G by centrifugation,DNA microarray,Gene expression response to simulated gravity and hypergravity in human T cells,https://osdr.nasa.gov/geode-py/ws/studies/OSD-189/download?source=datamanager&file=GLDS-189_array_differential_expression_GLmicroarray.csv
1,OSD-211,Mus musculus,Ground Study,Spleen,Ionizing Radiation     Hindlimb Unloading,21,4,6,Hindlimb Unloaded & cobalt-57 gamma radiation | Hindlimb Unloaded & non-irradiated | Normally Loaded Control & cobalt-57 gamma radiation | Normally Loaded Control & non-irradiated,RNA Sequencing (RNA-Seq),"Transcriptomic analysis of spleens from mice subjected to chronic low-dose radiation, hindlimb unloading or a combination of both",https://osdr.nasa.gov/geode-py/ws/studies/OSD-211/download?source=datamanager&file=GLDS-211_rna_seq_differential_expression_GLbulkRNAseq.csv
1,OSD-227,Mus musculus,Ground Study,,Hindlimb Unloading     Tissue,23,4,6,gastrocnemius muscle & control | gastrocnemius muscle & Hindlimb Suspension | soleus muscle & control | soleus muscle & Hindlimb Suspension,DNA microarray,Effect of acute muscle unloading on soleus and gastrocnemius muscle gene expression,https://osdr.nasa.gov/geode-py/ws/studies/OSD-227/download?source=datamanager&file=GLDS-227_array_differential_expression.csv
1,OSD-237,Mus musculus,Ground Study,dorsal skin,Ionizing Radiation     Hindlimb Unloading,21,4,6,Hindlimb Unloaded & cobalt-57 gamma radiation | Hindlimb Unloaded & non-irradiated | Normally Loaded Control & cobalt-57 gamma radiation | Normally Loaded Control & non-irradiated,RNA Sequencing (RNA-Seq),"Transcriptomic analysis of skin from mice subjected to chronic low-dose radiation, hindlimb unloading or a combination of both",https://osdr.nasa.gov/geode-py/ws/studies/OSD-237/download?source=datamanager&file=GLDS-237_rna_seq_differential_expression_GLbulkRNAseq.csv
1,OSD-282,Arabidopsis thaliana,Ground Study,Seedlings,Treatment,11,4,6,control | heat-treated | Anoxia-treated | Heat and anoxia-treated,DNA microarray,The Heat-Inducible Transcription Factor HsfA2 Enhances Anoxia Tolerance in Arabidopsis,https://osdr.nasa.gov/geode-py/ws/studies/OSD-282/download?source=datamanager&file=GLDS-282_array_differential_expression.csv
1,OSD-318,Mus musculus,Ground Study,Trp53 null Mammary Tumor,Ionizing Radiation     Diet,23,4,6,Control diet containing 1% sucrose & cesium-137 gamma radiation | Control diet containing 1% sucrose & sham-irradiated | Control diet containing CAPE & cesium-137 gamma radiation | Control diet containing CAPE & sham-irradiated,RNA Sequencing (RNA-Seq),RNA seq of tumors derived from irradiated versus sham hosts transplanted with Trp53 null mammary tissue and fed either Control diet versus Caffeic Acid Phenethyl Ester (CAPE) diet.,https://osdr.nasa.gov/geode-py/ws/studies/OSD-318/download?source=datamanager&file=GLDS-318_rna_seq_differential_expression_GLbulkRNAseq.csv
1,OSD-367,Homo sapiens,Ground Study,3D Cells,Ionizing Radiation     Radiation Distance,19,4,6,125 - 625 micrometer & sham-irradiated | 625 - 1125 micrometer & sham-irradiated | 125 - 625 micrometer & He-4 ion radiation | 625 - 1125 micrometer & He-4 ion radiation,DNA microarray,Bystander response to 0.5 Gy of alpha-particles in a human 3-dimensional skin model in 16h after exposure to ionizing radiation,https://osdr.nasa.gov/geode-py/ws/studies/OSD-367/download?source=datamanager&file=GLDS-367_array_differential_expression_GLmicroarray.csv
1,OSD-368,Homo sapiens,Ground Study,3D cells,Ionizing Radiation     Time of Sample Collection After Treatment,15,4,6,sham-irradiated & 1 hour | He-4 ion radiation & 1 hour | sham-irradiated & 16 hour | He-4 ion radiation & 16 hour,DNA microarray,"Biological response to low dose of alpha-particles in a human 3-dimensional skin model, in 1 and 16h after exposure to ionizing radiation.",https://osdr.nasa.gov/geode-py/ws/studies/OSD-368/download?source=datamanager&file=GLDS-368_array_differential_expression_GLmicroarray.csv
1,OSD-428,Arabidopsis thaliana,Parabolic Study,,Altered Gravity     Time,12,3,3,"ground control KFT was actuated during the flight & Ground control | actuated immediately after the microgravity exposure & Gravity, Altered | actuated after level flight had been maintained for about a minute and a half after the parabola & Gravity, Altered",DNA microarray,"Profiling the response of Arabidopsis thaliana to altered gravity environments: Exposure of the 14-3-3k:GFP overexpression line on the F-104 Starfighter, second flight",https://osdr.nasa.gov/geode-py/ws/studies/OSD-428/download?source=datamanager&file=GLDS-428_array_differential_expression.csv
1,OSD-434,Arabidopsis thaliana,Parabolic Study,,Altered Gravity     Time,12,3,3,"Ground control & Ground control | Gravity, Altered & first-actuated KFT | Gravity, Altered & last-actuated KFT",DNA microarray,"Arabidopsis thaliana in altered gravity: the 14-3-3k:GFP overexpression line on the F-104 Starfighter, first flight",https://osdr.nasa.gov/geode-py/ws/studies/OSD-434/download?source=datamanager&file=GLDS-434_array_differential_expression.csv
1,OSD-450,Arabidopsis thaliana,Parabolic Study,,Altered Gravity     Time,18,4,6,"Level flight & Roots of seedlings fixed during level flight | Gravity, Altered & Roots of seedlings fixed after the first parabola | Gravity, Altered & Roots of seedlings fixed after the third parabola | Gravity, Altered & Roots of seedlings fixed after the tenth parabola",DNA microarray,"Arabidopsis thaliana in altered gravity: the 14-3-3κ:GFP overexpression line in C-9 parabolic flight, 2013",https://osdr.nasa.gov/geode-py/ws/studies/OSD-450/download?source=datamanager&file=GLDS-450_array_differential_expression.csv
1,OSD-476,Arabidopsis thaliana,Ground Study,aboveground biomass,Treatment,21,4,6,Apollo 11 regolith | Apollo 12 regolith | Apollo 17 regolith | JSC-1A lunar simulant,RNA Sequencing (RNA-Seq)     Image analysis,Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration,https://osdr.nasa.gov/geode-py/ws/studies/OSD-476/download?source=datamanager&file=GLDS-476_rna_seq_differential_expression_GLbulkRNAseq.csv
1,OSD-540,Homo sapiens,Ground Study,Vastus Lateralis,Hindlimb Unloading,31,3,3,active recovery (AR) | baseline | unilateral lower limb suspension (ULLS),RNA Sequencing (RNA-Seq),Ten-day human unilateral lower limb suspension and active recovery in young healthy men,https://osdr.nasa.gov/geode-py/ws/studies/OSD-540/download?source=datamanager&file=GLDS-540_rna_seq_differential_expression_GLbulkRNAseq.csv
1,OSD-566,Mus musculus,Ground Study,adrenal gland,Ionizing Radiation     Sex,12,4,6,Female & mixed radiation field | Female & sham-irradiated | Male & mixed radiation field | Male & sham-irradiated,RNA Sequencing (RNA-Seq),Sexual Dimorphism during Integrative Endocrine and Immune Responses to Ionizing Radiation in Mice -- Adrenal data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-566/download?source=datamanager&file=GLDS-567_rna_seq_differential_expression_GLbulkRNAseq.csv
1,OSD-611,Mus musculus,Ground Study,Hippocampus,Ionizing Radiation     Absorbed Radiation Dose,10,3,3,Si-28 ion radiation & 0.3 gray | Si-28 ion radiation & 0.6 gray | sham-irradiated & 0 gray,RNA Sequencing (RNA-Seq)     DIP-seq     DIP-seq,Postsynaptic density radiation signature following space irradiation,https://osdr.nasa.gov/geode-py/ws/studies/OSD-611/download?source=datamanager&file=GLDS-592_rna_seq_differential_expression_GLbulkRNAseq.csv
1,OSD-658,Arabidopsis thaliana,Ground Study,Whole Organism,Ionizing Radiation     Absorbed Radiation Dose,15,3,3,mixed radiation & 40 centigray | mixed radiation & 80 centigray | non-irradiated & Not Applicable,RNA Sequencing (RNA-Seq),Simulated Galactic Cosmic Ray Exposure Activates Dose-Dependent DNA Repair Response and Downregulates Glucosinolate Pathway in Arabidopsis Seedlings,https://osdr.nasa.gov/geode-py/ws/studies/OSD-658/download?source=datamanager&file=GLDS-603_rna_seq_differential_expression_GLbulkRNAseq.csv
1,OSD-684,Homo sapiens,Ground Study,Myoblasts,Spaceflight     Donor Age,12,4,6,21-40 year & Ground Control | 21-40 year & Space Flight | 65-80 year & Ground Control | 65-80 year & Space Flight,RNA Sequencing (RNA-Seq),Human skeletal muscle tissue chip autonomous payload reveals changes in fiber type and metabolic gene expression due to spaceflight,https://osdr.nasa.gov/geode-py/ws/studies/OSD-684/download?source=datamanager&file=GLDS-615_rna_seq_differential_expression_GLbulkRNAseq.csv
1,OSD-689,Homo sapiens,Ground Study,isolated cells,Treatment     Sex     Microgravity Simulation,12,4,6,1G on Earth & None & Male | 1G on Earth & Quercetin & Male | uG by centrifugation & None & Male | uG by centrifugation & Quercetin & Male,RNA Sequencing (RNA-Seq)     single-cell RNA sequencing,Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight,https://osdr.nasa.gov/geode-py/ws/studies/OSD-689/download?source=datamanager&file=GLDS-621_rna_seq_differential_expression_GLbulkRNAseq.csv
1,OSD-719,Mus musculus,Ground Study,Blood,Sex     Ionizing Radiation,12,4,6,Female & mixed radiation field | Female & sham-irradiated | Male & mixed radiation field | Male & sham-irradiated,RNA Sequencing (RNA-Seq),Sexual Dimorphism during Integrative Endocrine and Immune Responses to Ionizing Radiation in Mice -- Blood data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-719/download?source=datamanager&file=GLDS-641_rna_seq_differential_expression_GLbulkRNAseq.csv
1,OSD-792,Mus musculus,Ground Study,Cells,Ionizing Radiation     Microgravity Simulation,12,4,6,non-irradiated & 1G on Earth | non-irradiated & uG by 3D clinostat | proton & 1G on Earth | proton & uG by 3D clinostat,RNA Sequencing (RNA-Seq),Transcriptomic analysis of embryonic mouse hypothalamic N38 cells exposed to high-energy protons and/or simulated microgravity.,https://osdr.nasa.gov/geode-py/ws/studies/OSD-792/download?source=datamanager&file=GLDS-688_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-22,Arabidopsis thaliana,Ground Study,Plant Roots,soil environment exposure     Time     Genotype,24,5,10,Wild Type & control & 45 minute | Wild Type & magnesium sulfate & 45 minute | Wild Type & magnesium sulfate & 90 minute | Wild Type & magnesium sulfate & 180 minute | cax1-1 & magnesium sulfate & 180 minute,DNA microarray,Root transcriptome remodeling of Arabidopsis in response to high levels of magnesium sulfate,https://osdr.nasa.gov/geode-py/ws/studies/OSD-22/download?source=datamanager&file=GLDS-22_array_differential_expression.csv
0,OSD-27,Drosophila melanogaster,Ground Study,Whole Organism,Duration     Sex     Temperature     Microgravity Simulation,56,0,59,,DNA microarray,Transcription profiling of Drosophila exposed to a levitation magnet for different lengths of time,https://osdr.nasa.gov/geode-py/ws/studies/OSD-27/download?source=datamanager&file=GLDS-27_array_differential_expression_GLmicroarray.csv
0,OSD-34,Drosophila melanogaster,Ground Study,Whole Organism,Age     Sex     Temperature     Altered Gravity     Altered Gravity Simulator,52,0,49,,DNA microarray,Environmental and simulation facility conditions can modulate a behavioral-driven altered gravity response of Drosophila imagoes transcriptome,https://osdr.nasa.gov/geode-py/ws/studies/OSD-34/download?source=datamanager&file=GLDS-34_array_differential_expression_GLmicroarray.csv
0,OSD-46,Arabidopsis thaliana,Ground Study,,Ionizing Radiation     Exposure Duration     Time of Sample Collection After Treatment     Genotype     Age     Absorbed Radiation Dose,47,0,49,,DNA microarray,Gamma radiation and HZE treatment of seedlings in Arabidopsis,https://osdr.nasa.gov/geode-py/ws/studies/OSD-46/download?source=datamanager&file=GLDS-46_array_differential_expression_GLmicroarray.csv
