"ENSEMBL","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","GSM3932693","GSM3932694","GSM3932695","GSM3932696","GSM3932697","GSM3932698","GSM3932699","GSM3932700","GSM3932701","GSM3932702","GSM3932703","GSM3932704","GSM3932705","GSM3932706","GSM3932707","GSM3932708","Log2fc_(Ground Control)v(Space Flight)","Stat_(Ground Control)v(Space Flight)","P.value_(Ground Control)v(Space Flight)","Adj.p.value_(Ground Control)v(Space Flight)","Log2fc_(Space Flight)v(Ground Control)","Stat_(Space Flight)v(Ground Control)","P.value_(Space Flight)v(Ground Control)","Adj.p.value_(Space Flight)v(Ground Control)","All.mean","All.stdev","LRT.p.value","Group.Mean_(Ground Control)","Group.Stdev_(Ground Control)","Group.Mean_(Space Flight)","Group.Stdev_(Space Flight)"
"ENSMUSG00000000001","Gnai3","G protein subunit alpha i3","NM_010306|NP_034436","14679","10090.ENSMUSP00000000001","GO:0050789|GO:0007188|GO:0050896|GO:0051716|GO:0007165|GO:0050794|GO:0065007|GO:0007186|GO:0007154|GO:0009987|GO:0023052|GO:0003924|GO:0016462|GO:0005488|GO:0003824|GO:0016787|GO:0016818|GO:0016817|GO:0005515|GO:0044877|GO:0017111|GO:0001664|GO:0005102|GO:0098796|GO:0031234|GO:0032991|GO:1902494|GO:0098797|GO:0019897|GO:0110165|GO:0071944|GO:0016020|GO:0098552|GO:0009898|GO:0005886|GO:0019898|GO:0098562",266.53704107822,273.544717598945,265.887704757839,246.846946049746,206.481056413611,245.862248022221,251.60604663268,233.238761384534,242.654946914203,241.797867199473,279.356325599851,267.763297012752,239.470294221288,240.684782899082,243.724313414369,258.162806283009,-0.0139612913301266,-0.195231721399985,0.845211546751333,0.966557852960851,0.0139612913301266,0.195231721399985,0.845211546751333,0.966557852960851,250.226197217614,18.0483141484089,0.961952115302817,248.750565242225,21.620881495267,251.701829193003,15.0192600252359
"ENSMUSG00000000028","Cdc45","cell division cycle 45","NM_001161623|NM_001358206|NM_001416648|NM_001416649|NM_001416651|NM_001416660|NM_001416663|NM_009862|NP_001155095|NP_001345135|NP_001403577|NP_001403578|NP_001403580|NP_001403589|NP_001403592|NP_033992|XM_036159760|XP_036015653","12544","10090.ENSMUSP00000000028","GO:0006281|GO:0006725|GO:0044085|GO:0071824|GO:0006302|GO:0022402|GO:0065003|GO:0065004|GO:0006139|GO:1903047|GO:0006974|GO:0000278|GO:1901360|GO:0006807|GO:0000725|GO:0006261|GO:0044786|GO:0071704|GO:0008152|GO:0022607|GO:0033260|GO:0046483|GO:0051716|GO:0043170|GO:0044237|GO:0016043|GO:0034641|GO:0000724|GO:0009987|GO:0006310|GO:0044238|GO:0071840|GO:0050896|GO:0090304|GO:0006950|GO:0000727|GO:0043933|GO:1902969|GO:0007049|GO:0033554|GO:0006260|GO:0006270|GO:0006259|GO:1990837|GO:0003688|GO:0043565|GO:0003676|GO:0003682|GO:0003697|GO:0005488|GO:0097159|GO:0003677|GO:1901363|GO:0003690|GO:0044877|GO:0031974|GO:0043233|GO:0005634|GO:0043231|GO:0032993|GO:0031261|GO:0005654|GO:0070013|GO:0110165|GO:0043226|GO:0043229|GO:0005622|GO:0032991|GO:0043227|GO:0031981|GO:0140513",23.7544413427032,37.0931317464627,31.6356617249775,34.2035478491254,12.9038493741596,28.1492223805836,22.7472976977904,31.948598301674,35.8322100075966,37.462363451866,31.023499193154,29.4394814273018,20.4466939599161,19.7199262975412,27.2341505437415,48.4724733707538,-0.163602184110345,-0.682374210855405,0.495002358553333,NA,0.163602184110345,0.682374210855405,0.495002358553333,NA,29.5041592918342,8.54292887882975,0.855904105067701,27.8044688021845,7.77545898353022,31.2038497814839,9.45135671613594
"ENSMUSG00000000031","H19","H19, imprinted maternally expressed transcript","NM_023123|NR_001592|NR_130973|NR_130974","14955",NA,NA,6.9422463090049,2.56119358913734,2.37491191535096,19.3878097452654,1,5.68208709259093,4.29591700990759,11.307431860855,2.6474307995849,7.01432184136023,2.95870653724485,4.44290672185941,4.13876406610665,7.15296923042812,4.11967750612953,2.56409942477744,0.717130418678054,1.03671476915083,0.299868806860236,NA,-0.717130418678054,-1.03671476915083,0.299868806860236,NA,5.5369046031002,4.48633147116166,NA,6.69394969026401,6.0640533599425,4.37985951593639,1.81573659322149
"ENSMUSG00000000037","Scml2","Scm polycomb group protein like 2","NM_001290651|NM_001290652|NM_133194|NP_001277580|NP_001277581|XM_006528670|XM_006528672|XM_006528673|XP_006528733|XP_006528735|XP_006528736","107815","10090.ENSMUSP00000019101",NA,15.5111444903545,18.3943170477057,17.4856819393914,33.4970731836269,13.8692291759366,14.628327710885,10.7212324160794,16.3904150609835,26.2500859044507,14.4056259554079,26.0025428353887,14.6512950092271,22.4214069254062,18.52028840699,30.0918444843881,14.5168826093687,-0.227308970649034,-0.800992201908851,0.423136160330319,NA,0.227308970649034,0.800992201908851,0.423136160330319,NA,19.2098370722244,6.54094471850665,NA,17.5621776281204,6.85818430173943,20.8574965163284,6.20000020094588
"ENSMUSG00000000049","Apoh","apolipoprotein H","NM_013475|NP_038503|XM_006532042|XP_006532105","11818","10090.ENSMUSP00000000049","GO:0048583|GO:0050789|GO:0002697|GO:0048519|GO:0048585|GO:0030449|GO:0050776|GO:0065007|GO:0002706|GO:0002703|GO:0002682|GO:0002683|GO:0002819|GO:0050777|GO:0110165|GO:0005615|GO:0005576",4.10764761021345,3.17666956708291,1.64268103073035,5.48777511627284,1.89511716628981,4.84686689115913,3.64093974062969,1,1,2.24347988428508,1,1,2.67686094677959,2.34621045753359,1.76895417938046,1.68449672905508,1.55345160182174,1.7168543891058,0.0860057803931735,NA,-1.55345160182174,-1.7168543891058,0.0860057803931735,NA,2.46985620746325,1.4185741252859,NA,3.22471214029727,1.60035522623038,1.71500027462922,0.669798542606423
"ENSMUSG00000000056","Narf","nuclear prelamin A recognition factor","NM_026272|NP_080548","67608","10090.ENSMUSP00000099304","GO:0071840|GO:0022607|GO:0044085|GO:0006790|GO:0044237|GO:0016043|GO:0016226|GO:0009987|GO:0008152|GO:0005515|GO:0005488|GO:0031974|GO:0099080|GO:0043233|GO:0005634|GO:0043231|GO:0005882|GO:0070013|GO:0045111|GO:0099081|GO:0099512|GO:0110165|GO:0140535|GO:0043226|GO:0099513|GO:0043229|GO:0005622|GO:0043232|GO:0034399|GO:0043228|GO:0032991|GO:0043227|GO:0031981|GO:0005856",516.457768205858,593.453165845684,616.441068839408,687.398122846142,661.254549904926,607.673059952283,547.436732858007,546.311378436944,572.218340293688,567.645103753328,605.625334951309,690.344545412881,647.234271950527,581.196403777837,580.034780504015,654.646758601476,-0.0370100808884489,-0.549731182542757,0.582503765795461,0.882034476678635,0.0370100808884489,0.549731182542757,0.582503765795461,0.882034476678635,604.710711633395,51.6489336817196,0.887230398686163,597.053230861156,58.9404050550925,612.368192405633,45.9163737244698
"ENSMUSG00000000058","Cav2","caveolin 2","NM_001277756|NM_016900|NP_001264685|NP_058596","12390","10090.ENSMUSP00000000058","GO:0098771|GO:0044085|GO:0043408|GO:0061024|GO:0009967|GO:0007009|GO:0010256|GO:1902531|GO:0050789|GO:0032870|GO:0009966|GO:0023056|GO:0048518|GO:0007169|GO:0048869|GO:0022607|GO:0071495|GO:1901700|GO:0071310|GO:0016043|GO:0007154|GO:0010243|GO:0055082|GO:0051480|GO:0050801|GO:0048522|GO:1901698|GO:0048583|GO:0071840|GO:0007167|GO:0050794|GO:0071417|GO:0030003|GO:0010647|GO:0006873|GO:0007165|GO:0048519|GO:0055074|GO:0032868|GO:0043434|GO:0023051|GO:0032502|GO:0019725|GO:1901699|GO:0006874|GO:0043410|GO:0048584|GO:0030154|GO:1901701|GO:0009719|GO:0071709|GO:1901652|GO:0008285|GO:0032869|GO:1902533|GO:0023052|GO:0048523|GO:0010033|GO:0010646|GO:0051716|GO:0008286|GO:0070887|GO:0042127|GO:0042592|GO:0055080|GO:1901653|GO:0071375|GO:0009987|GO:0048878|GO:0050896|GO:0009725|GO:0042221|GO:0007166|GO:0065007|GO:0019899|GO:0005515|GO:0019901|GO:0005488|GO:0019900|GO:0044853|GO:0048471|GO:0097708|GO:0043231|GO:0070161|GO:0005794|GO:0030054|GO:0005901|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0031982|GO:0043229|GO:0042383|GO:0005622|GO:0005737|GO:0012505|GO:0005925|GO:0030055|GO:0098590|GO:0043227|GO:0031410|GO:0045121|GO:0098857|GO:0005886",273.569741414669,247.905288456188,302.395024787071,287.733457615187,251.30875957952,256.489804914719,295.82641073487,253.31609783794,281.732597862254,251.040610711515,270.053396946135,284.982348055658,347.51175808609,315.101875466119,298.653703681002,270.558135695073,-0.0927835711419992,-1.19884225039231,0.230589290486203,0.672017847026832,0.0927835711419992,1.19884225039231,0.230589290486203,0.672017847026832,280.511188240251,27.2757512751989,0.687785505037363,271.06807316752,21.8205347652321,289.954303312981,30.236662221037
"ENSMUSG00000000078","Klf6","Kruppel-like transcription factor 6","NM_011803|NP_035933","23849","10090.ENSMUSP00000000080",NA,260.388540848594,301.73593701608,269.878070250701,303.304707200353,344.553119208142,360.001712169756,322.435191252101,293.281801419899,283.734294453069,392.254388995696,315.30868603891,348.38084865717,313.690467546491,352.15330179234,346.55330831239,269.74037014799,-0.0961175837733347,-1.08045920027245,0.279937745787554,0.714997468740863,0.0961175837733347,1.08045920027245,0.279937745787554,0.714997468740863,317.337171581855,37.554857534701,0.728488947623642,306.947384920703,34.3050632460219,327.726958243007,39.9830064737373
"ENSMUSG00000000085","Scmh1","sex comb on midleg homolog 1","NM_001159630|NM_001379184|NM_001379185|NM_001379186|NM_001404090|NM_001404102|NM_001404103|NM_013883|NP_001153102|NP_001366113|NP_001366114|NP_001366115|NP_001391019|NP_001391031|NP_001391032|NP_038911|NR_175812|XM_006503149|XM_017320253|XP_006503212|XP_017175742|XR_003954960|XR_004941919","29871","10090.ENSMUSP00000101908","GO:0031324|GO:0048519|GO:0009890|GO:0051253|GO:0006355|GO:0051171|GO:1902679|GO:0009892|GO:2001141|GO:0051252|GO:0051172|GO:0050789|GO:0080090|GO:0010558|GO:0031326|GO:0060255|GO:0050794|GO:0019219|GO:0009889|GO:0010605|GO:0065007|GO:0045934|GO:0010556|GO:0045892|GO:0010468|GO:0048523|GO:0019222|GO:0031327|GO:0031323|GO:0005515|GO:0044877|GO:0042393|GO:0005488|GO:0003682|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622",633.162260576187,575.332388259843,685.464252701877,734.149671132627,512.035673241082,613.479269384143,705.861835562169,683.131214387067,456.482278303555,574.013825663117,575.443181865617,679.292464998019,635.849018699847,778.351781738945,565.248527970873,622.31339354902,0.0747193925151627,0.78046612798722,0.435116557430293,0.814113288250893,-0.0747193925151627,-0.78046612798722,0.435116557430293,0.814113288250893,626.850689877124,83.4558165221509,0.823356768116361,642.827070655624,74.0387697881259,610.874309098624,94.1253023247173
"ENSMUSG00000000088","Cox5a","cytochrome c oxidase subunit 5A","NM_007747|NP_031773|XM_030244034|XM_036154591|XP_030099894|XP_036010484","12858","10090.ENSMUSP00000000090","GO:0042775|GO:0009060|GO:0045333|GO:0022904|GO:0019646|GO:0006119|GO:0006091|GO:0022900|GO:0042773|GO:0044237|GO:0009987|GO:0006123|GO:0015980|GO:0008152|GO:0031975|GO:0098796|GO:0031966|GO:0070069|GO:0098803|GO:0005743|GO:0043231|GO:1902494|GO:0019866|GO:0031090|GO:0005739|GO:0110165|GO:0043226|GO:0016020|GO:0031967|GO:0043229|GO:0005622|GO:0005737|GO:0070469|GO:0032991|GO:0005740|GO:0005746|GO:0098800|GO:0043227|GO:0045277|GO:0098798",783.456024135823,893.313741334608,956.049276213899,954.44584787591,892.048977353366,878.886904342693,809.100511635459,840.949543478603,989.946532020791,905.974011280396,884.990369616075,885.511883748196,834.308085825615,968.975931711202,852.900096239368,1015.02126305766,-0.0671786028425676,-1.17025398266871,0.241898774522775,0.68292794770787,0.0671786028425676,1.17025398266871,0.241898774522775,0.68292794770787,896.617437491854,65.7730055909633,0.698774778279554,876.031353296295,62.5594150176175,917.203521687412,66.2408714093623
"ENSMUSG00000000093","Tbx2","T-box 2","NM_009324|NP_033350","21385","10090.ENSMUSP00000000095","GO:0048869|GO:0006355|GO:0051171|GO:0006357|GO:0032502|GO:2001141|GO:0045165|GO:0009987|GO:0051252|GO:0050789|GO:0001708|GO:0080090|GO:0030154|GO:0031326|GO:0060255|GO:0050794|GO:0019219|GO:0009889|GO:0065007|GO:0010556|GO:0010468|GO:0019222|GO:0031323|GO:0000987|GO:0001067|GO:0003676|GO:0003700|GO:0000977|GO:0005488|GO:0003690|GO:0000976|GO:1990837|GO:0043565|GO:0140110|GO:0097159|GO:0003677|GO:0000978|GO:1901363|GO:0000981",722.40944281773,684.253407763969,738.661301419261,666.347524720152,680.487884313564,674.371895490645,744.207520197942,650.702959613556,702.994488546269,693.295278664184,700.803282088852,654.072663862674,701.191029307578,665.621146116484,599.787668882858,599.265034067906,0.0668343589029889,1.26465320200934,0.205995672617486,0.645655112776002,-0.0668343589029889,-1.26465320200934,0.205995672617486,0.645655112776002,679.904532992101,41.5334073322243,0.662258716911779,695.180242042102,35.0785007669054,664.628823942101,43.9614990081516
"ENSMUSG00000000120","Ngfr","nerve growth factor receptor (TNFR superfamily, member 16)","NM_033217|NP_150086","18053","10090.ENSMUSP00000000122","GO:0050789|GO:0007264|GO:0050896|GO:0007165|GO:0051716|GO:0050794|GO:0065007|GO:0007265|GO:0007154|GO:0035556|GO:0009987|GO:0023052|GO:0007266|GO:0019838|GO:0038023|GO:0060089|GO:0005515|GO:0005035|GO:0005488|GO:0004888|GO:0009986|GO:0110165|GO:0071944|GO:0016020|GO:0005886",560.270496632311,859.325885385912,630.527124346693,613.666119130366,695.665739729499,602.117087462122,673.58934998166,638.480549298235,651.070226619188,531.508376904687,654.969595493851,506.854338323205,725.291007535438,734.10222223101,710.116595979017,635.873130619951,0.0348866542892913,0.373789193299373,0.708561160178744,0.927200036243161,-0.0348866542892913,-0.373789193299373,0.708561160178744,0.927200036243161,651.464240354572,85.5232205295185,0.928981527225629,659.20529399585,90.9924978283106,643.723186713293,85.1864287776518
"ENSMUSG00000000125","Wnt3","wingless-type MMTV integration site family, member 3","NM_009521|NP_033547|XM_006533168|XP_006533231","22415","10090.ENSMUSP00000000127","GO:1905114|GO:0048869|GO:0051716|GO:0007165|GO:0022008|GO:0032502|GO:0007275|GO:0007154|GO:0045165|GO:0198738|GO:0007399|GO:0009987|GO:0050789|GO:0048731|GO:0050896|GO:0030154|GO:0050794|GO:0048856|GO:0007166|GO:0065007|GO:0030182|GO:0032501|GO:0048699|GO:0007267|GO:0023052|GO:0060070|GO:0016055|GO:0140677|GO:0005488|GO:0098772|GO:0030545|GO:0030546|GO:0048018|GO:0005515|GO:0005125|GO:0001664|GO:0005102|GO:0110165|GO:0005615|GO:0005576",4.52484380339583,1.94633671195089,1.8382526850744,1.97558326356872,5.67002654331302,3.00706631948962,1,3.82071745798351,1.99857687022263,2.88123101734192,6.58948527668122,3.21380187487005,1,1,3.00598437889782,5.46461245282023,-0.169230352621146,-0.212267512545882,0.831898339136911,NA,0.169230352621146,0.212267512545882,0.831898339136911,NA,3.05853241597562,1.74363058107373,NA,2.972853348097,1.58705543687423,3.14421148385423,1.99481631406746
"ENSMUSG00000000126","Wnt9a","wingless-type MMTV integration site family, member 9A","NM_139298|NP_647459|XM_036156546|XP_036012439","216795","10090.ENSMUSP00000104411","GO:1905114|GO:0048869|GO:0051716|GO:0007165|GO:0022008|GO:0032502|GO:0007275|GO:0007154|GO:0045165|GO:0198738|GO:0007399|GO:0009987|GO:0050789|GO:0048731|GO:0050896|GO:0030154|GO:0050794|GO:0048856|GO:0007166|GO:0065007|GO:0030182|GO:0032501|GO:0048699|GO:0007267|GO:0023052|GO:0060070|GO:0016055|GO:0140677|GO:0005488|GO:0098772|GO:0030545|GO:0030546|GO:0048018|GO:0005515|GO:0005125|GO:0001664|GO:0005102|GO:0110165|GO:0005615|GO:0005576",24.4990928702084,22.7654944219749,21.9565425320269,21.4872247786694,16.1774667552896,22.0744549264614,9.61188576589375,16.0436928010488,14.9801443449099,12.2874279971492,11.0609056368856,14.2829742239135,7.34225204859469,17.6810863410693,25.0721139706712,21.5373126405575,0.313039774423383,1.09512157022526,0.27346337988569,NA,-0.313039774423383,-1.09512157022526,0.27346337988569,NA,17.4287545034578,5.54730786935043,NA,19.3269818564467,4.96827754780823,15.5305271504689,5.74643520650358
"ENSMUSG00000000127","Fer","FER tyrosine kinase","NM_001037997|NM_001286415|NM_001403359|NM_001403360|NM_001403361|NM_008000|NP_001033086|NP_001273344|NP_001390288|NP_001390289|NP_001390290|NP_032026|XM_006523640|XM_006523641|XM_006523643|XM_006523645|XM_006523650|XM_017317244|XM_036160314|XP_006523703|XP_006523704|XP_006523706|XP_006523708|XP_006523713|XP_017172733|XP_036016207|XR_003952084|XR_003952085|XR_003952086|XR_003952087|XR_385280|XR_385281","14158","10090.ENSMUSP00000000129","GO:0002764|GO:0007165|GO:1903530|GO:0032879|GO:0060627|GO:0050865|GO:0050789|GO:0051049|GO:0051046|GO:0002682|GO:0002699|GO:0048518|GO:0023052|GO:0006935|GO:0017157|GO:0002768|GO:0051716|GO:0051239|GO:0050776|GO:0002684|GO:0007154|GO:0007155|GO:0009987|GO:0048583|GO:0002697|GO:0009605|GO:0050896|GO:0002694|GO:0042221|GO:0050794|GO:0007166|GO:0065007|GO:0002703|GO:0040011|GO:0042330|GO:0004713|GO:0016740|GO:0016773|GO:0003824|GO:0016772|GO:0140096|GO:0016301|GO:0004672",407.441905787897,394.23389400662,354.413756698549,503.659758030734,432.440757598678,374.257220832184,423.590450987013,419.822051379613,485.321676126335,375.656763028703,471.005607301663,386.92708224578,409.265227263125,485.865409567697,387.035071904504,580.559286954219,-0.115165336885618,-1.2098584262032,0.226333222282186,0.667985338339861,0.115165336885618,1.2098584262032,0.226333222282186,0.667985338339861,430.718494982082,59.8843997793796,0.684047636879985,413.732474415161,44.8297583825005,447.704515549003,70.8194596768197
"ENSMUSG00000000131","Xpo6","exportin 6","NM_001311143|NM_028816|NP_001298072|NP_083092|XM_006508250|XM_017312341|XM_017312342|XM_017312345|XM_036153493|XM_036153494|XP_006508313|XP_017167830|XP_017167831|XP_017167834|XP_036009386|XP_036009387","74204","10090.ENSMUSP00000130527","GO:0051641|GO:0033036|GO:0006810|GO:0071705|GO:0009987|GO:0045184|GO:0008104|GO:0051179|GO:0071702|GO:0070727|GO:0051168|GO:0051234|GO:0006913|GO:0015031|GO:0006611|GO:0051649|GO:0006886|GO:0046907|GO:0051169",691.253905775359,827.223174771977,881.44688700483,779.927983866284,699.047081385145,688.620102560662,723.315909854223,945.209757932548,767.109852826411,811.952832221827,761.104798932185,737.801639185792,773.656252157495,811.154176291711,697.770459229062,731.527008989384,0.0336156743200641,0.478100770856817,0.632578483453062,0.901464217511555,-0.0336156743200641,-0.478100770856817,0.632578483453062,0.901464217511555,770.507613936556,72.024866939214,0.905016525820877,779.505600393878,96.958333449607,761.509627479233,39.1186340732857
"ENSMUSG00000000134","Tfe3","transcription factor E3","NM_001105196|NM_001105197|NM_001271489|NM_001271490|NM_001271491|NM_172472|NP_001098666|NP_001098667|NP_001258418|NP_001258419|NP_001258420|NP_766060|XM_006527578|XM_017318453|XM_017318454|XM_036161898|XM_036161899|XM_036161900|XP_006527641|XP_017173942|XP_017173943|XP_036017791|XP_036017792|XP_036017793|XR_003953006","209446","10090.ENSMUSP00000076864","GO:0006355|GO:0051171|GO:0006357|GO:2001141|GO:0051252|GO:0080090|GO:0050789|GO:0031326|GO:0060255|GO:0050794|GO:0019219|GO:0009889|GO:0065007|GO:0010468|GO:0010556|GO:0019222|GO:0031323|GO:0000987|GO:0001067|GO:0003676|GO:0003700|GO:0000977|GO:0005488|GO:0003690|GO:0000976|GO:1990837|GO:0043565|GO:0140110|GO:0097159|GO:0003677|GO:0000978|GO:1901363|GO:0000981|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622",422.522254676574,488.625919254085,545.850728999339,464.778026989231,445.348955391116,391.875820997666,584.114441332298,397.356831062466,486.794111540927,450.296505722355,465.184144112515,402.212706602317,392.115990999193,524.049509376891,493.670899422111,381.957071241195,0.0564850315566782,0.59902034888997,0.549159315018145,0.868543965585089,-0.0564850315566782,-0.59902034888997,0.549159315018145,0.868543965585089,458.547119857518,59.9337865159329,0.874928175097551,467.559122337847,69.0178002400072,449.535117377188,52.4230391321918
"ENSMUSG00000000142","Axin2","axin 2","NM_001417411|NM_001417412|NM_001417413|NM_001417414|NM_015732|NP_001404340|NP_001404341|NP_001404342|NP_001404343|NP_056547|XM_006532060|XP_006532123","12006","10090.ENSMUSP00000051331","GO:0031399|GO:0051246|GO:0009894|GO:0051171|GO:0031325|GO:0051128|GO:1903050|GO:0031401|GO:0045862|GO:0050789|GO:0051174|GO:0065009|GO:0009966|GO:0048518|GO:0010648|GO:0043549|GO:0048869|GO:1903052|GO:0033043|GO:0023057|GO:0010562|GO:2000060|GO:0010604|GO:0010564|GO:0048522|GO:0048583|GO:0045937|GO:0001932|GO:0050794|GO:0048856|GO:0009896|GO:0009968|GO:0030178|GO:0045732|GO:0042325|GO:0019222|GO:0031323|GO:0051173|GO:0048519|GO:0019220|GO:0023051|GO:0032502|GO:0044093|GO:1901800|GO:0042176|GO:0050790|GO:0030154|GO:0051347|GO:0009893|GO:0048523|GO:0032436|GO:2000058|GO:0033044|GO:0010646|GO:0045859|GO:0030162|GO:0001934|GO:0042327|GO:0048585|GO:0043085|GO:0009987|GO:0060828|GO:0061136|GO:0080090|GO:0048468|GO:0051247|GO:0060255|GO:0045860|GO:0030111|GO:0065007|GO:0033674|GO:0051726|GO:0090090|GO:0051338|GO:0032434|GO:0046332|GO:0005488|GO:0044389|GO:0019899|GO:0005515|GO:0019901|GO:0031625|GO:0008013|GO:0019900|GO:0032991|GO:0005634|GO:0043231|GO:1902494|GO:0043227|GO:0071944|GO:0110165|GO:0140535|GO:0043226|GO:0016020|GO:0043229|GO:0005622|GO:0005886",401.761777545406,417.922422689661,452.887648268228,495.120107535437,361.15428127216,465.116214725841,397.171613351159,385.619898622737,386.246886649737,458.848239058992,386.777491957999,422.020280338098,489.74957903586,339.839881807168,408.839818933924,307.356823786673,0.0818882359767553,0.876133557289737,0.380957431763107,0.781947785740787,-0.0818882359767553,-0.876133557289737,0.380957431763107,0.781947785740787,411.027060348692,52.1758148261116,0.792422385982066,422.094245501329,45.0839030321077,399.959875196056,59.338141441388
"ENSMUSG00000000148","Brat1","BRCA1-associated ATM activator 1","NM_001276287|NM_001424644|NM_001424645|NM_001424646|NM_001424647|NM_001424648|NM_172724|NM_181066|NP_001263216|NP_001411573|NP_001411574|NP_001411575|NP_001411576|NP_001411577|NP_851411|NR_074085|NR_188815|XM_006504675|XM_006504678|XM_011240975|XM_030254439|XM_030254441|XM_030254442|XM_036165099|XP_006504738|XP_006504741|XP_011239277|XP_030110299|XP_030110301|XP_030110302|XP_036020992","231841","10090.ENSMUSP00000098074","GO:0051173|GO:0031399|GO:0019220|GO:0051246|GO:0051171|GO:0031325|GO:0031401|GO:0050789|GO:0051174|GO:0006974|GO:0009893|GO:0048518|GO:0001934|GO:0042327|GO:0051716|GO:0010562|GO:0009987|GO:0010604|GO:0048522|GO:0080090|GO:0050896|GO:0051247|GO:0006950|GO:0045937|GO:0060255|GO:0050794|GO:0001932|GO:0065007|GO:0033554|GO:0042325|GO:0019222|GO:0031323|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622",127.845917794029,135.913460908177,147.600346096636,144.608624979685,111.774094775816,170.286441061242,131.336106248893,108.829434781845,146.333985384974,123.723378732794,158.295606376489,125.674700607688,134.683705111721,125.331225803729,133.083711879314,118.307863396111,0.0218337659741728,0.207075634013721,0.835950790906649,0.96549567977649,-0.0218337659741728,-0.207075634013721,0.835950790906649,0.96549567977649,133.976787746196,16.3918866146993,0.960549205947489,134.77430333079,19.9485065119896,133.179272161603,13.2806643535547
"ENSMUSG00000000149","Gna12","guanine nucleotide binding protein, alpha 12","NM_010302|NP_034432","14673","10090.ENSMUSP00000000153","GO:0050789|GO:0007264|GO:0007188|GO:0050896|GO:0051716|GO:0007165|GO:0050794|GO:0065007|GO:0007265|GO:0007186|GO:0007154|GO:0035556|GO:0009987|GO:0023052|GO:0007266|GO:0003924|GO:0016462|GO:0050780|GO:0005488|GO:0003824|GO:0016787|GO:0016818|GO:0016817|GO:0005515|GO:0044877|GO:0017111|GO:0001664|GO:0005102|GO:0098796|GO:0031234|GO:0005903|GO:0098862|GO:1902494|GO:0098797|GO:0019897|GO:0031253|GO:0110165|GO:0071944|GO:0120025|GO:0016020|GO:0098552|GO:0019898|GO:0032991|GO:0098590|GO:0042995|GO:0009898|GO:0005886|GO:0098562",271.245906803227,287.259356194359,285.916681005353,272.705629932454,302.739106958484,292.914026901479,291.734357989227,270.096389985789,289.647348217882,297.545927408963,286.318179715487,320.340661289568,176.831574246071,246.546478426418,264.763176974964,318.042227438557,0.0480470454938913,0.494661545615202,0.620839050174782,0.896032197887166,-0.0480470454938913,-0.494661545615202,0.620839050174782,0.896032197887166,279.665439343018,33.3124855946583,0.899496352339701,284.326431971297,11.8768620486108,275.004446714739,46.7681345210737
"ENSMUSG00000000154","Slc22a18","solute carrier family 22 (organic cation transporter), member 18","NM_001042760|NM_001417039|NM_001417040|NM_001417041|NM_008767|NP_001036225|NP_001403968|NP_001403969|NP_001403970|NP_032793|XM_006508511|XM_006508512|XM_006508513|XM_006508514|XP_006508574|XP_006508575|XP_006508576|XP_006508577","18400","10090.ENSMUSP00000101537","GO:0051179|GO:0051234|GO:0006810|GO:0031975|GO:0005634|GO:0043231|GO:0012505|GO:0005635|GO:0043227|GO:0110165|GO:0043226|GO:0031967|GO:0043229|GO:0005622",1,9.31421094720957,1,6.73557253294935,1,1,2.28417434150506,8.50972728295138,3.88248640798355,6.75510630196661,1,7.37985846276599,1,1,3.66861883041374,1.79185733795115,0.344919969923724,0.31642950166748,0.751676527367322,NA,-0.344919969923724,-0.31642950166748,0.751676527367322,NA,3.58260077785602,3.09011229638843,NA,3.85546063807692,3.68081434922556,3.30974091763513,2.59675374532441
"ENSMUSG00000000167","Pih1d2","PIH1 domain containing 2","NM_028300|NP_082576|XM_006510627|XP_006510690","72614","10090.ENSMUSP00000000171","GO:0006725|GO:0022607|GO:0046483|GO:0044085|GO:0016070|GO:0043170|GO:0006364|GO:0006396|GO:0065003|GO:0010467|GO:0044237|GO:0016043|GO:0034641|GO:0009987|GO:0006139|GO:0044238|GO:0071840|GO:0022618|GO:0034660|GO:0090304|GO:1901360|GO:0034470|GO:0043933|GO:0006807|GO:0016072|GO:0022613|GO:0042254|GO:0071826|GO:0008152|GO:0071704|GO:0005737|GO:1990904|GO:0110165|GO:0032991|GO:0005622",29.4225724348356,36.7640815802385,15.3915634447633,23.8671820250356,26.8056336020899,37.002168037192,36.7842451518912,33.3757004929037,22.5719411684122,31.5959810526825,17.1627905485804,28.2570690044283,41.7824177259004,41.6597505400642,30.4176823804625,28.2456535059402,-0.0144264545155877,-0.0615607672431559,0.950912620858266,NA,0.0144264545155877,0.0615607672431559,0.950912620858266,NA,30.0691520434638,7.81991288885381,0.977348710036112,29.9266433461187,7.68780776419135,30.2116607408088,8.47874575161495
