"ENSEMBL","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","RR9_TMS_FLT_F1","RR9_TMS_FLT_F6","RR9_TMS_FLT_F7","RR9_TMS_FLT_F3","RR9_TMS_FLT_F5","RR9_TMS_FLT_F2","RR9_TMS_FLT_F8","RR9_TMS_FLT_F4","RR9_TMS_FLT_F10","RR9_TMS_FLT_F9","RR9_TMS_GC_G4","RR9_TMS_GC_G10","RR9_TMS_GC_G1","RR9_TMS_GC_G7","RR9_TMS_GC_G6","RR9_TMS_GC_G9","RR9_TMS_GC_G8","RR9_TMS_GC_G3","RR9_TMS_GC_G2","RR9_TMS_GC_G5","Log2fc_(Ground Control)v(Space Flight)","Stat_(Ground Control)v(Space Flight)","P.value_(Ground Control)v(Space Flight)","Adj.p.value_(Ground Control)v(Space Flight)","Log2fc_(Space Flight)v(Ground Control)","Stat_(Space Flight)v(Ground Control)","P.value_(Space Flight)v(Ground Control)","Adj.p.value_(Space Flight)v(Ground Control)","All.mean","All.stdev","LRT.p.value","Group.Mean_(Ground Control)","Group.Stdev_(Ground Control)","Group.Mean_(Space Flight)","Group.Stdev_(Space Flight)"
"ENSMUSG00000000001","Gnai3","G protein subunit alpha i3","NM_010306|NP_034436","14679","10090.ENSMUSP00000000001","GO:0050789|GO:0007188|GO:0050896|GO:0051716|GO:0007165|GO:0050794|GO:0065007|GO:0007186|GO:0007154|GO:0009987|GO:0023052|GO:0003924|GO:0016462|GO:0005488|GO:0003824|GO:0016787|GO:0016818|GO:0016817|GO:0005515|GO:0044877|GO:0017111|GO:0001664|GO:0005102|GO:0098796|GO:0031234|GO:0032991|GO:1902494|GO:0098797|GO:0019897|GO:0110165|GO:0071944|GO:0016020|GO:0098552|GO:0009898|GO:0005886|GO:0019898|GO:0098562",396.405534510807,526.037380260825,352.95894083361,409.107898079152,463.012124580231,484.164993524487,361.525411614489,425.217130081854,560.291067940703,414.36710624764,351.434050356823,346.749980713523,553.294152633589,499.839677820133,390.15731418655,381.79490752074,629.184490426257,479.243311328077,441.886089041591,452.325636930852,0.0499176363651122,0.35559261587195,0.72214567436061,0.894112281121311,-0.0499176363651122,-0.35559261587195,0.72214567436061,0.894112281121311,445.949859931597,78.6141489342393,0.88748664614233,452.590961095813,91.121979457099,439.30875876738,68.1603363689481
"ENSMUSG00000000028","Cdc45","cell division cycle 45","NM_001161623|NM_001358206|NM_001416648|NM_001416649|NM_001416651|NM_001416660|NM_001416663|NM_009862|NP_001155095|NP_001345135|NP_001403577|NP_001403578|NP_001403580|NP_001403589|NP_001403592|NP_033992|XM_036159760|XP_036015653","12544","10090.ENSMUSP00000000028","GO:0006281|GO:0006725|GO:0044085|GO:0071824|GO:0006302|GO:0022402|GO:0065003|GO:0065004|GO:0006139|GO:1903047|GO:0006974|GO:0000278|GO:1901360|GO:0006807|GO:0000725|GO:0006261|GO:0044786|GO:0071704|GO:0008152|GO:0022607|GO:0033260|GO:0046483|GO:0051716|GO:0043170|GO:0044237|GO:0016043|GO:0034641|GO:0000724|GO:0009987|GO:0006310|GO:0044238|GO:0071840|GO:0050896|GO:0090304|GO:0006950|GO:0000727|GO:0043933|GO:1902969|GO:0007049|GO:0033554|GO:0006260|GO:0006270|GO:0006259|GO:1990837|GO:0003688|GO:0043565|GO:0003676|GO:0003682|GO:0003697|GO:0005488|GO:0097159|GO:0003677|GO:1901363|GO:0003690|GO:0044877|GO:0031974|GO:0043233|GO:0005634|GO:0043231|GO:0032993|GO:0031261|GO:0005654|GO:0070013|GO:0110165|GO:0043226|GO:0043229|GO:0005622|GO:0032991|GO:0043227|GO:0031981|GO:0140513",2.56806144601148,1,12.4412802691879,1,8.87481366182098,23.1349573707653,2.58268559276044,3.23542879378976,2.99574687807239,1.80388782779572,2.31041432519846,34.1077285913002,71.9415104861277,28.5928489051739,29.2519751766831,5.25604255201709,66.4000656551786,48.7335230649858,41.4169511493986,69.5704862802856,3.00457721672042,4.38355707205117,1.16757042729165e-05,0.000505942730905975,-3.00457721672042,-4.38355707205117,1.16757042729165e-05,0.000505942730905975,22.8609204013277,24.8561700898918,0.0010769350459752,39.7581546186349,24.8938723940235,5.96368618402039,7.07954965920915
"ENSMUSG00000000031","H19","H19, imprinted maternally expressed transcript","NM_023123|NR_001592|NR_130973|NR_130974","14955",NA,NA,1,1,1,1,1,1,55.7788378283515,25.9804735478744,1,1,3.44118354327931,1,27.0536777564556,17.7879514040606,1,1,14.985517537242,1.61686308767847,5.16645356828503,5.17105694696494,-0.150661995155424,-0.104685537981632,0.916625337920168,0.969236940089698,0.150661995155424,0.104685537981632,0.916625337920168,0.969236940089698,8.39910076100959,14.005886689811,0.955899915882957,7.82227038439659,9.01780556172128,8.97593113762259,18.2226670733028
"ENSMUSG00000000037","Scml2","Scm polycomb group protein like 2","NM_001290651|NM_001290652|NM_133194|NP_001277580|NP_001277581|XM_006528670|XM_006528672|XM_006528673|XP_006528733|XP_006528735|XP_006528736","107815","10090.ENSMUSP00000019101",NA,1,9.36914420258926,3.60734654656386,11.1476482722027,1,1,1,1,1,1,1,2.01897611339475,1.52240842038553,1,25.0097176790643,3.99067056039187,8.34277102729452,1,6.46178530448112,7.21234369058852,1.19239030303943,0.873518428712005,0.382380565912754,NA,-1.19239030303943,-0.873518428712005,0.382380565912754,NA,4.43414059084782,5.86251086726777,NA,5.75586727956006,7.3248415963164,3.11241390213558,3.8757461104583
"ENSMUSG00000000056","Narf","nuclear prelamin A recognition factor","NM_026272|NP_080548","67608","10090.ENSMUSP00000099304","GO:0071840|GO:0022607|GO:0044085|GO:0006790|GO:0044237|GO:0016043|GO:0016226|GO:0009987|GO:0008152|GO:0005515|GO:0005488|GO:0031974|GO:0099080|GO:0043233|GO:0005634|GO:0043231|GO:0005882|GO:0070013|GO:0045111|GO:0099081|GO:0099512|GO:0110165|GO:0140535|GO:0043226|GO:0099513|GO:0043229|GO:0005622|GO:0043232|GO:0034399|GO:0043228|GO:0032991|GO:0043227|GO:0031981|GO:0005856",224.508586948155,197.320174296788,130.119435339567,137.983195615642,202.939815056983,326.245059758035,401.898460967958,35.2700148826013,84.3511427493208,77.9690439306523,181.350422275394,76.8050931337191,85.7665031276207,95.8678968572147,68.2473811790346,91.8796565476506,210.176881068759,102.428292283356,104.923828624932,117.539564866646,-0.655587510582288,-1.96522776309545,0.0493878820075389,0.245467482038738,0.655587510582288,1.96522776309545,0.0493878820075389,0.245467482038738,147.679522475501,91.9466542755452,0.244308390548323,113.498551996433,46.0728209682848,181.86049295457,114.580606789993
"ENSMUSG00000000058","Cav2","caveolin 2","NM_001277756|NM_016900|NP_001264685|NP_058596","12390","10090.ENSMUSP00000000058","GO:0098771|GO:0044085|GO:0043408|GO:0061024|GO:0009967|GO:0007009|GO:0010256|GO:1902531|GO:0050789|GO:0032870|GO:0009966|GO:0023056|GO:0048518|GO:0007169|GO:0048869|GO:0022607|GO:0071495|GO:1901700|GO:0071310|GO:0016043|GO:0007154|GO:0010243|GO:0055082|GO:0051480|GO:0050801|GO:0048522|GO:1901698|GO:0048583|GO:0071840|GO:0007167|GO:0050794|GO:0071417|GO:0030003|GO:0010647|GO:0006873|GO:0007165|GO:0048519|GO:0055074|GO:0032868|GO:0043434|GO:0023051|GO:0032502|GO:0019725|GO:1901699|GO:0006874|GO:0043410|GO:0048584|GO:0030154|GO:1901701|GO:0009719|GO:0071709|GO:1901652|GO:0008285|GO:0032869|GO:1902533|GO:0023052|GO:0048523|GO:0010033|GO:0010646|GO:0051716|GO:0008286|GO:0070887|GO:0042127|GO:0042592|GO:0055080|GO:1901653|GO:0071375|GO:0009987|GO:0048878|GO:0050896|GO:0009725|GO:0042221|GO:0007166|GO:0065007|GO:0019899|GO:0005515|GO:0019901|GO:0005488|GO:0019900|GO:0044853|GO:0048471|GO:0097708|GO:0043231|GO:0070161|GO:0005794|GO:0030054|GO:0005901|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0031982|GO:0043229|GO:0042383|GO:0005622|GO:0005737|GO:0012505|GO:0005925|GO:0030055|GO:0098590|GO:0043227|GO:0031410|GO:0045121|GO:0098857|GO:0005886",34.3216606086618,17.1280824269281,31.2485892445862,200.290758411805,83.9410580725941,44.9612656281093,25.7814382697021,71.632176167582,158.03269180294,18.7884714044,75.5230521952955,10.2758862967747,18.3746812737356,70.9521842085478,70.5666323080418,106.633583632392,10.862800450238,5.75687248113513,80.2809116000251,6.24719850222646,-0.613304317991919,-1.09738230202705,0.272474306646614,0.59605180449237,0.613304317991919,1.09738230202705,0.272474306646614,0.59605180449237,57.079999749286,52.1935770546864,0.591180180842345,45.5473802948412,38.6164805277508,68.6126192037309,62.962158727581
"ENSMUSG00000000078","Klf6","Kruppel-like transcription factor 6","NM_011803|NP_035933","23849","10090.ENSMUSP00000000080",NA,302.131894927358,226.678298530858,311.745309459005,318.67088480178,294.421796477543,223.041162025732,304.467335429221,220.974032761921,480.422304161838,245.974138658238,352.75193436921,208.238718635666,410.95667507066,341.129768885085,353.205850060586,310.001037359498,298.238500929387,267.410555107763,438.853703546075,320.05239339411,0.180248819744584,1.0812419208609,0.279589514990676,0.602805052297759,-0.180248819744584,-1.0812419208609,0.279589514990676,0.602805052297759,311.468314729577,72.479040868362,0.594696841441285,330.083913735804,66.5282144052436,292.852715723349,76.7725179446053
"ENSMUSG00000000085","Scmh1","sex comb on midleg homolog 1","NM_001159630|NM_001379184|NM_001379185|NM_001379186|NM_001404090|NM_001404102|NM_001404103|NM_013883|NP_001153102|NP_001366113|NP_001366114|NP_001366115|NP_001391019|NP_001391031|NP_001391032|NP_038911|NR_175812|XM_006503149|XM_017320253|XP_006503212|XP_017175742|XR_003954960|XR_004941919","29871","10090.ENSMUSP00000101908","GO:0031324|GO:0048519|GO:0009890|GO:0051253|GO:0006355|GO:0051171|GO:1902679|GO:0009892|GO:2001141|GO:0051252|GO:0051172|GO:0050789|GO:0080090|GO:0010558|GO:0031326|GO:0060255|GO:0050794|GO:0019219|GO:0009889|GO:0010605|GO:0065007|GO:0045934|GO:0010556|GO:0045892|GO:0010468|GO:0048523|GO:0019222|GO:0031327|GO:0031323|GO:0005515|GO:0044877|GO:0042393|GO:0005488|GO:0003682|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622",104.289282962466,60.3390303368114,100.417920520489,23.9879598125951,50.7648040126696,112.742298733949,42.3944314745187,93.0508713465396,62.1226793993617,140.854981375158,30.3707512216657,77.0702167786089,73.219090265698,131.405703331864,93.3089986926878,72.8259347462604,152.687764405609,77.4257275865384,66.3678358278947,95.1663109789344,0.149216584204443,0.483385236998304,0.628822228510577,0.847862540826224,-0.149216584204443,-0.483385236998304,0.628822228510577,0.847862540826224,83.040629690516,34.7735541412358,0.840363455487696,86.9848333835762,34.3299053011402,79.0964259974558,36.6011305947742
"ENSMUSG00000000088","Cox5a","cytochrome c oxidase subunit 5A","NM_007747|NP_031773|XM_030244034|XM_036154591|XP_030099894|XP_036010484","12858","10090.ENSMUSP00000000090","GO:0042775|GO:0009060|GO:0045333|GO:0022904|GO:0019646|GO:0006119|GO:0006091|GO:0022900|GO:0042773|GO:0044237|GO:0009987|GO:0006123|GO:0015980|GO:0008152|GO:0031975|GO:0098796|GO:0031966|GO:0070069|GO:0098803|GO:0005743|GO:0043231|GO:1902494|GO:0019866|GO:0031090|GO:0005739|GO:0110165|GO:0043226|GO:0016020|GO:0031967|GO:0043229|GO:0005622|GO:0005737|GO:0070469|GO:0032991|GO:0005740|GO:0005746|GO:0098800|GO:0043227|GO:0045277|GO:0098798",1436.87419957646,1222.2123982602,2537.49325368581,4027.78112612027,2343.7039445055,1044.07166192575,2089.20459618091,2676.85615215845,2067.4115585896,1361.76998512521,2633.56233507877,1140.46598847695,906.429708380645,2356.64805876491,1039.85168655126,2239.01910642736,1086.18113470742,1236.76246399431,2543.20923696949,1741.3944269263,-0.298687121126893,-1.20482779614351,0.228269787064192,0.548659488196608,0.298687121126893,1.20482779614351,0.228269787064192,0.548659488196608,1886.54515112028,801.222181168431,0.540724333543863,1692.35241462774,689.233704245921,2080.73788761282,892.411117179091
"ENSMUSG00000000093","Tbx2","T-box 2","NM_009324|NP_033350","21385","10090.ENSMUSP00000000095","GO:0048869|GO:0006355|GO:0051171|GO:0006357|GO:0032502|GO:2001141|GO:0045165|GO:0009987|GO:0051252|GO:0050789|GO:0001708|GO:0080090|GO:0030154|GO:0031326|GO:0060255|GO:0050794|GO:0019219|GO:0009889|GO:0065007|GO:0010556|GO:0010468|GO:0019222|GO:0031323|GO:0000987|GO:0001067|GO:0003676|GO:0003700|GO:0000977|GO:0005488|GO:0003690|GO:0000976|GO:1990837|GO:0043565|GO:0140110|GO:0097159|GO:0003677|GO:0000978|GO:1901363|GO:0000981",1,1,3.41068674925148,1,3.58108973338258,1,1,1,6.88732138192119,1.79037318395592,1,15.5934313995025,1,16.7528094493816,1,1,1,4.58680807915818,2.32577974155233,1.15445605743466,1.61163057197193,1.04288842482619,0.296999971211492,NA,-1.61163057197193,-1.04288842482619,0.296999971211492,NA,3.35413778877702,4.66050239793381,NA,4.54132847270293,6.23926556253263,2.16694710485112,1.94767731138425
"ENSMUSG00000000120","Ngfr","nerve growth factor receptor (TNFR superfamily, member 16)","NM_033217|NP_150086","18053","10090.ENSMUSP00000000122","GO:0050789|GO:0007264|GO:0050896|GO:0007165|GO:0051716|GO:0050794|GO:0065007|GO:0007265|GO:0007154|GO:0035556|GO:0009987|GO:0023052|GO:0007266|GO:0019838|GO:0038023|GO:0060089|GO:0005515|GO:0005035|GO:0005488|GO:0004888|GO:0009986|GO:0110165|GO:0071944|GO:0016020|GO:0005886",1,1,1.80356083629125,1,1,1,1,5.39604048791646,1,1,1,2.12256848011071,1,2.75031332859701,1,1,1,2.19560530359347,5.33893420360238,3.93468039998616,1.11001720700305,0.553390976884228,0.579995716189412,NA,-1.11001720700305,-0.553390976884228,0.579995716189412,NA,1.82708515200487,1.44151624982571,NA,2.13421017158897,1.50287135261797,1.51996013242077,1.38513122506905
"ENSMUSG00000000125","Wnt3","wingless-type MMTV integration site family, member 3","NM_009521|NP_033547|XM_006533168|XP_006533231","22415","10090.ENSMUSP00000000127","GO:1905114|GO:0048869|GO:0051716|GO:0007165|GO:0022008|GO:0032502|GO:0007275|GO:0007154|GO:0045165|GO:0198738|GO:0007399|GO:0009987|GO:0050789|GO:0048731|GO:0050896|GO:0030154|GO:0050794|GO:0048856|GO:0007166|GO:0065007|GO:0030182|GO:0032501|GO:0048699|GO:0007267|GO:0023052|GO:0060070|GO:0016055|GO:0140677|GO:0005488|GO:0098772|GO:0030545|GO:0030546|GO:0048018|GO:0005515|GO:0005125|GO:0001664|GO:0005102|GO:0110165|GO:0005615|GO:0005576",37.2931077389868,2.95180584545185,1,1,1,1,1,1,1,1,1,1,3.80352823983492,1,1,1,1,1,1,1.92675294637733,0.303893722033916,0.101135020728177,0.919443278036777,NA,-0.303893722033916,-0.101135020728177,0.919443278036777,NA,3.09875973853254,8.08384356285492,NA,1.37302811862122,0.902289793454533,4.82449135844386,11.424787252597
"ENSMUSG00000000126","Wnt9a","wingless-type MMTV integration site family, member 9A","NM_139298|NP_647459|XM_036156546|XP_036012439","216795","10090.ENSMUSP00000104411","GO:1905114|GO:0048869|GO:0051716|GO:0007165|GO:0022008|GO:0032502|GO:0007275|GO:0007154|GO:0045165|GO:0198738|GO:0007399|GO:0009987|GO:0050789|GO:0048731|GO:0050896|GO:0030154|GO:0050794|GO:0048856|GO:0007166|GO:0065007|GO:0030182|GO:0032501|GO:0048699|GO:0007267|GO:0023052|GO:0060070|GO:0016055|GO:0140677|GO:0005488|GO:0098772|GO:0030545|GO:0030546|GO:0048018|GO:0005515|GO:0005125|GO:0001664|GO:0005102|GO:0110165|GO:0005615|GO:0005576",1,1,1,18.3930448604776,1,20.5903177871627,14.4973194259899,64.7513710862442,1,8.11413305624027,1,1,10.813419059797,12.3781664506369,3.42492042481631,1,3.3354813545099,1.39857267963212,8.23245244533349,5.01636610806607,-1.65197866972665,-1.52790327440364,0.126536555117562,0.412353407026467,1.65197866972665,1.52790327440364,0.126536555117562,0.412353407026467,8.94727823694533,14.5563131034211,0.417373683350273,4.75993785227918,4.27301190138636,13.1346186216115,19.7507656836278
"ENSMUSG00000000127","Fer","FER tyrosine kinase","NM_001037997|NM_001286415|NM_001403359|NM_001403360|NM_001403361|NM_008000|NP_001033086|NP_001273344|NP_001390288|NP_001390289|NP_001390290|NP_032026|XM_006523640|XM_006523641|XM_006523643|XM_006523645|XM_006523650|XM_017317244|XM_036160314|XP_006523703|XP_006523704|XP_006523706|XP_006523708|XP_006523713|XP_017172733|XP_036016207|XR_003952084|XR_003952085|XR_003952086|XR_003952087|XR_385280|XR_385281","14158","10090.ENSMUSP00000000129","GO:0002764|GO:0007165|GO:1903530|GO:0032879|GO:0060627|GO:0050865|GO:0050789|GO:0051049|GO:0051046|GO:0002682|GO:0002699|GO:0048518|GO:0023052|GO:0006935|GO:0017157|GO:0002768|GO:0051716|GO:0051239|GO:0050776|GO:0002684|GO:0007154|GO:0007155|GO:0009987|GO:0048583|GO:0002697|GO:0009605|GO:0050896|GO:0002694|GO:0042221|GO:0050794|GO:0007166|GO:0065007|GO:0002703|GO:0040011|GO:0042330|GO:0004713|GO:0016740|GO:0016773|GO:0003824|GO:0016772|GO:0140096|GO:0016301|GO:0004672",60.9732846011725,1,72.9075509321928,44.7600491938634,31.4094875027336,14.1299316474442,110.979066826667,1,9.89696856222667,79.4744290908658,54.8534770061094,117.150916600667,9.48982859001628,48.8903721483382,84.4862291413419,72.4980173915888,30.4229183889656,26.5464194004006,31.8087056999229,61.2758219744877,0.336836781802452,0.565777600170393,0.571544975513967,0.817733924893338,-0.336836781802452,-0.565777600170393,0.571544975513967,0.817733924893338,48.1976737349502,34.4118529188722,0.809448274325311,53.7422706341839,31.8362510177733,42.6530768357166,37.6571725491851
"ENSMUSG00000000131","Xpo6","exportin 6","NM_001311143|NM_028816|NP_001298072|NP_083092|XM_006508250|XM_017312341|XM_017312342|XM_017312345|XM_036153493|XM_036153494|XP_006508313|XP_017167830|XP_017167831|XP_017167834|XP_036009386|XP_036009387","74204","10090.ENSMUSP00000130527","GO:0051641|GO:0033036|GO:0006810|GO:0071705|GO:0009987|GO:0045184|GO:0008104|GO:0051179|GO:0071702|GO:0070727|GO:0051168|GO:0051234|GO:0006913|GO:0015031|GO:0006611|GO:0051649|GO:0006886|GO:0046907|GO:0051169",86.325574888976,82.3772344101436,107.299696197079,118.765915346002,134.433861709839,191.35150150362,111.61943798905,178.1820555488,118.590514309946,213.308462138807,93.609005081931,160.211002864024,216.94996262666,84.6176647458613,123.721075551351,131.121056149322,125.927502418523,154.646774839868,136.352057223748,179.209985357818,0.0786927005436301,0.355404380641979,0.722286667531935,0.894180761474231,-0.0786927005436301,-0.355404380641979,0.722286667531935,0.894180761474231,137.431017045068,41.173287367908,0.887525928553204,140.636608685911,39.2317739866724,134.225425404226,44.9095969628584
"ENSMUSG00000000134","Tfe3","transcription factor E3","NM_001105196|NM_001105197|NM_001271489|NM_001271490|NM_001271491|NM_172472|NP_001098666|NP_001098667|NP_001258418|NP_001258419|NP_001258420|NP_766060|XM_006527578|XM_017318453|XM_017318454|XM_036161898|XM_036161899|XM_036161900|XP_006527641|XP_017173942|XP_017173943|XP_036017791|XP_036017792|XP_036017793|XR_003953006","209446","10090.ENSMUSP00000076864","GO:0006355|GO:0051171|GO:0006357|GO:2001141|GO:0051252|GO:0080090|GO:0050789|GO:0031326|GO:0060255|GO:0050794|GO:0019219|GO:0009889|GO:0065007|GO:0010468|GO:0010556|GO:0019222|GO:0031323|GO:0000987|GO:0001067|GO:0003676|GO:0003700|GO:0000977|GO:0005488|GO:0003690|GO:0000976|GO:1990837|GO:0043565|GO:0140110|GO:0097159|GO:0003677|GO:0000978|GO:1901363|GO:0000981|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622",42.7291013052778,6.87556283780976,52.0696940837501,189.278171359862,29.7486881013795,26.4565592641119,12.6074829541247,63.5878689759472,40.3784630077882,59.375790335144,21.5213323264218,11.9525141821663,69.1965489978717,40.4530638447553,34.3791841771384,49.0920064841499,39.9113805688773,30.3030964543082,52.0126567271012,55.3698460515989,-0.376370873576805,-0.851002475380916,0.394767977720421,0.704746933008236,0.376370873576805,0.851002475380916,0.394767977720421,0.704746933008236,46.3649506019792,37.8810388495321,0.696033548460203,40.4191629814389,16.89129104127,52.3107382225195,51.6285878561008
"ENSMUSG00000000142","Axin2","axin 2","NM_001417411|NM_001417412|NM_001417413|NM_001417414|NM_015732|NP_001404340|NP_001404341|NP_001404342|NP_001404343|NP_056547|XM_006532060|XP_006532123","12006","10090.ENSMUSP00000051331","GO:0031399|GO:0051246|GO:0009894|GO:0051171|GO:0031325|GO:0051128|GO:1903050|GO:0031401|GO:0045862|GO:0050789|GO:0051174|GO:0065009|GO:0009966|GO:0048518|GO:0010648|GO:0043549|GO:0048869|GO:1903052|GO:0033043|GO:0023057|GO:0010562|GO:2000060|GO:0010604|GO:0010564|GO:0048522|GO:0048583|GO:0045937|GO:0001932|GO:0050794|GO:0048856|GO:0009896|GO:0009968|GO:0030178|GO:0045732|GO:0042325|GO:0019222|GO:0031323|GO:0051173|GO:0048519|GO:0019220|GO:0023051|GO:0032502|GO:0044093|GO:1901800|GO:0042176|GO:0050790|GO:0030154|GO:0051347|GO:0009893|GO:0048523|GO:0032436|GO:2000058|GO:0033044|GO:0010646|GO:0045859|GO:0030162|GO:0001934|GO:0042327|GO:0048585|GO:0043085|GO:0009987|GO:0060828|GO:0061136|GO:0080090|GO:0048468|GO:0051247|GO:0060255|GO:0045860|GO:0030111|GO:0065007|GO:0033674|GO:0051726|GO:0090090|GO:0051338|GO:0032434|GO:0046332|GO:0005488|GO:0044389|GO:0019899|GO:0005515|GO:0019901|GO:0031625|GO:0008013|GO:0019900|GO:0032991|GO:0005634|GO:0043231|GO:1902494|GO:0043227|GO:0071944|GO:0110165|GO:0140535|GO:0043226|GO:0016020|GO:0043229|GO:0005622|GO:0005886",95.8094551962837,18.0178922629865,32.4311462527301,72.3394598062686,33.1189071291963,73.0436021156787,48.0680378888963,83.3399296709982,95.105687741596,65.8959344493796,39.669193146169,33.5555370525633,117.991461986702,47.5479792391247,65.1244491876927,55.6677950802896,60.0283488498544,85.2886147397611,76.103742383451,67.4298472036932,0.0734766835218341,0.239614386186422,0.810629211072832,0.930920851432848,-0.0734766835218341,-0.239614386186422,0.810629211072832,0.930920851432848,63.2788510691658,25.3594319735814,0.922457917404859,64.8406968869301,24.4846126624207,61.7170052514014,27.4361105281242
"ENSMUSG00000000148","Brat1","BRCA1-associated ATM activator 1","NM_001276287|NM_001424644|NM_001424645|NM_001424646|NM_001424647|NM_001424648|NM_172724|NM_181066|NP_001263216|NP_001411573|NP_001411574|NP_001411575|NP_001411576|NP_001411577|NP_851411|NR_074085|NR_188815|XM_006504675|XM_006504678|XM_011240975|XM_030254439|XM_030254441|XM_030254442|XM_036165099|XP_006504738|XP_006504741|XP_011239277|XP_030110299|XP_030110301|XP_030110302|XP_036020992","231841","10090.ENSMUSP00000098074","GO:0051173|GO:0031399|GO:0019220|GO:0051246|GO:0051171|GO:0031325|GO:0031401|GO:0050789|GO:0051174|GO:0006974|GO:0009893|GO:0048518|GO:0001934|GO:0042327|GO:0051716|GO:0010562|GO:0009987|GO:0010604|GO:0048522|GO:0080090|GO:0050896|GO:0051247|GO:0006950|GO:0045937|GO:0060255|GO:0050794|GO:0001932|GO:0065007|GO:0033554|GO:0042325|GO:0019222|GO:0031323|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622",18.9400855775487,110.586264306206,75.7017518496466,30.5448140142918,82.3611291434047,96.0569951839391,72.3128514789374,56.8478448087449,96.2061109948255,62.6876954730309,28.9672709958401,39.9762401289053,84.6256352061539,41.4732066231138,65.5460934859121,16.7977395948134,108.117292947827,51.0501038632859,45.6765163473486,65.198353124645,-0.34682590436667,-1.03811848815015,0.299214895083413,0.622081259327266,0.34682590436667,1.03811848815015,0.299214895083413,0.622081259327266,62.483699757421,28.427043492613,0.612837476530537,54.7428452317845,27.0021037989036,70.2245542830575,29.0467060114589
"ENSMUSG00000000149","Gna12","guanine nucleotide binding protein, alpha 12","NM_010302|NP_034432","14673","10090.ENSMUSP00000000153","GO:0050789|GO:0007264|GO:0007188|GO:0050896|GO:0051716|GO:0007165|GO:0050794|GO:0065007|GO:0007265|GO:0007186|GO:0007154|GO:0035556|GO:0009987|GO:0023052|GO:0007266|GO:0003924|GO:0016462|GO:0050780|GO:0005488|GO:0003824|GO:0016787|GO:0016818|GO:0016817|GO:0005515|GO:0044877|GO:0017111|GO:0001664|GO:0005102|GO:0098796|GO:0031234|GO:0005903|GO:0098862|GO:1902494|GO:0098797|GO:0019897|GO:0031253|GO:0110165|GO:0071944|GO:0120025|GO:0016020|GO:0098552|GO:0019898|GO:0032991|GO:0098590|GO:0042995|GO:0009898|GO:0005886|GO:0098562",60.1240158661009,39.2592105523309,62.4024778859741,133.328605889852,65.9105234389501,99.9420441871562,42.16311942988,75.4114535341934,69.3340659609638,82.8007471177779,45.8620024604095,32.4884152505335,44.7117626091417,30.6274367279739,56.113660196348,19.2138507538223,74.6363907604098,46.1016870599828,50.1964228200913,52.393267928597,-0.696987412348509,-2.56940128783127,0.0101874411186684,0.0911520131142959,0.696987412348509,2.56940128783127,0.0101874411186684,0.0911520131142959,59.1510580215245,26.0412894351405,0.0891934144636291,45.234489656731,15.322525652605,73.0676263863179,27.6855171144257
"ENSMUSG00000000154","Slc22a18","solute carrier family 22 (organic cation transporter), member 18","NM_001042760|NM_001417039|NM_001417040|NM_001417041|NM_008767|NP_001036225|NP_001403968|NP_001403969|NP_001403970|NP_032793|XM_006508511|XM_006508512|XM_006508513|XM_006508514|XP_006508574|XP_006508575|XP_006508576|XP_006508577","18400","10090.ENSMUSP00000101537","GO:0051179|GO:0051234|GO:0006810|GO:0031975|GO:0005634|GO:0043231|GO:0012505|GO:0005635|GO:0043227|GO:0110165|GO:0043226|GO:0031967|GO:0043229|GO:0005622",1,2.85436051396118,17.7959568976868,3.20330303259772,34.5431046806353,1,22.9809098149569,1,1,6.25712306230554,1,1,1,50.8922829445651,3.30358583510626,1,2.33131303251347,1,2.94704207991232,6.67931567788661,-0.410054693870537,-0.327341634768057,0.743409505436162,0.902440742076754,0.410054693870537,0.327341634768057,0.743409505436162,0.902440742076754,8.13941487860635,13.4541609271967,0.895575705996144,7.11535395699838,15.486154600327,9.16347580021433,11.8317445162149
